mal_id,mean_score_reco,max_score_reco,min_score_reco,mean_members_reco,max_members_reco,min_members_reco
1,7.65660606060606,9.29,3.75,527752.9151515152,4230312.0,465.0
5,7.325,7.93,5.93,121706.5,287182.0,10881.0
6,7.702833333333333,9.29,6.07,637135.6833333333,4230312.0,4650.0
7,7.450952380952381,8.42,6.17,437036.61904761905,2984661.0,29228.0
8,7.578,8.43,6.45,474990.2,1620668.0,23838.0
15,7.810625,8.78,6.62,364161.34375,2581334.0,4342.0
16,7.761827956989247,8.93,5.1,484467.51612903224,2525565.0,1773.0
17,7.962105263157895,8.78,7.15,425004.5263157895,2581334.0,15681.0
18,7.763333333333333,8.29,7.49,169366.66666666666,412705.0,46238.0
19,7.716842105263157,9.1,4.67,640017.1578947369,4170767.0,3624.0
20,7.571111111111112,9.1,5.67,802554.7857142857,4230312.0,1146.0
21,7.78006993006993,9.1,5.43,860737.1048951049,4230312.0,859.0
22,7.7097435897435895,8.78,6.44,350966.8461538461,2115206.0,4342.0
23,7.8933333333333335,8.34,7.58,126914.0,200349.0,74019.0
24,7.502242990654206,9.02,5.51,491358.4859813084,2318129.0,6443.0
25,7.586551724137931,8.75,6.37,422945.6896551724,1999997.0,7086.0
26,7.6628169014084495,9.1,5.8,638614.7746478873,4170767.0,9719.0
27,7.461578947368421,8.75,6.31,661564.0263157894,3430848.0,17836.0
28,7.536285714285714,9.03,5.66,483932.4857142857,3080867.0,2914.0
29,7.890000000000001,9.07,6.28,806001.7727272727,4170767.0,3046.0
30,7.420100334448161,9.29,1.89,509125.73,4230312.0,164.0
31,7.09,8.17,6.01,96808.0,188204.0,5412.0
32,7.765438596491228,8.86,2.01,568104.6842105263,4230312.0,12021.0
33,7.574159292035398,9.1,5.2,631012.3451327434,4230312.0,4007.0
43,7.16641975308642,8.75,2.23,325553.56790123455,4170767.0,1072.0
44,7.692749999999999,9.1,5.54,624261.45,3576199.0,3140.0
45,7.629305555555555,9.1,4.55,593109.3194444445,3576199.0,2385.0
46,5.67,6.61,4.73,6806.5,8195.0,5418.0
47,7.269292929292929,8.77,3.48,451462.38383838383,4230312.0,330.0
48,7.414615384615385,9.1,5.85,650183.2564102564,3576199.0,17759.0
49,7.45375,8.69,6.53,588411.25,2096852.0,17702.0
50,7.220892857142857,8.47,5.76,279828.10714285716,2096852.0,2971.0
51,6.858055555555556,8.09,5.16,314913.1666666667,1723784.0,3700.0
52,7.27829268292683,8.46,5.95,219190.24390243902,1296899.0,4590.0
53,7.264418604651163,8.2,6.3,327697.20930232556,1528892.0,27924.0
54,7.093076923076922,8.33,5.99,251861.84615384616,1717695.0,2356.0
55,6.965,8.11,6.15,250713.875,1532453.0,7597.0
56,7.025833333333334,7.9,5.27,168534.33333333334,709008.0,10287.0
57,7.763692307692308,8.78,6.04,394088.6307692308,2359308.0,5367.0
58,7.21304347826087,8.91,5.34,370797.95652173914,4230312.0,5921.0
59,7.153068181818182,8.42,5.46,297277.0681818182,1586312.0,3008.0
60,7.479322033898304,9.1,6.29,682710.0677966102,4170767.0,7480.0
61,7.386818181818182,8.28,5.97,353302.61363636365,3035328.0,11799.0
62,6.952258064516129,8.93,5.51,312328.4516129032,1480574.0,16850.0
63,6.989393939393939,8.05,5.6,308118.3939393939,1586312.0,10507.0
64,7.216792452830189,8.38,6.03,417505.7358490566,2100581.0,8111.0
65,7.244285714285715,8.13,6.66,666068.7142857143,1878751.0,56606.0
66,7.369905660377359,8.93,5.72,308217.0,2318129.0,5508.0
67,7.382127659574468,8.71,6.06,506146.6382978723,3035328.0,3446.0
68,7.496507936507936,8.75,6.03,661860.7936507936,4170767.0,17475.0
69,7.2780000000000005,7.55,6.99,185642.8,456340.0,44643.0
71,7.551208791208791,9.1,6.04,526752.4835164836,3576199.0,10793.0
72,7.5154,8.93,5.73,492305.58,2164124.0,5751.0
73,7.871538461538462,8.71,7.15,543524.6153846154,2401830.0,91578.0
74,7.358591549295775,8.44,6.02,375980.4366197183,3212739.0,5173.0
75,7.2537931034482765,8.56,5.27,340300.4827586207,1962199.0,10287.0
76,7.12156862745098,8.38,5.52,324945.03921568627,3212739.0,5767.0
77,7.412727272727273,8.38,6.63,318438.8181818182,1372633.0,12462.0
79,7.035625,8.93,5.51,469201.4375,4170767.0,7659.0
80,7.3832432432432435,9.02,5.98,410522.54054054053,4230312.0,2034.0
81,7.394,8.75,5.95,430379.06666666665,4230312.0,6075.0
82,7.901818181818182,8.77,5.67,626020.4545454546,1962199.0,2232.0
84,7.684444444444444,9.02,7.12,144472.77777777778,350634.0,25535.0
85,7.647931034482759,9.02,6.44,413547.5862068966,4230312.0,15906.0
86,6.697142857142857,8.09,5.44,105561.14285714286,546400.0,2113.0
87,7.713333333333333,9.02,5.43,593156.8095238095,4170767.0,8721.0
88,6.7,7.12,6.28,20988.0,25535.0,16441.0
89,7.675,8.36,7.09,522477.1666666667,1962199.0,20316.0
90,7.767837837837838,9.1,6.44,740047.2702702703,4170767.0,18543.0
91,7.98,7.98,7.98,2134926.0,2134926.0,2134926.0
92,7.559,8.71,6.2,397623.45,2401830.0,6383.0
93,7.557413793103448,9.1,6.2,403659.4655172414,3576199.0,5842.0
94,7.589629629629631,8.71,6.9,562739.2962962963,4170767.0,11091.0
95,7.625384615384615,9.1,6.17,376765.23076923075,3576199.0,2957.0
96,7.4245283018867925,8.78,5.29,358985.1509433962,2668197.0,3949.0
97,7.450212765957447,8.75,6.07,306564.3829787234,2401830.0,6664.0
98,7.087826086956522,8.71,5.28,341082.3188405797,2401830.0,7610.0
99,7.328888888888889,8.14,6.35,177319.59259259258,695608.0,10375.0
100,7.180681818181818,8.38,5.57,183501.86363636365,1372633.0,12031.0
101,7.331111111111111,8.93,5.04,411378.5138888889,2359308.0,4762.0
102,7.599473684210527,8.93,6.53,456463.8947368421,2318129.0,7974.0
103,7.422413793103448,8.18,6.37,167282.27586206896,1201583.0,2051.0
104,7.270384615384615,8.89,6.0,355233.07692307694,1586312.0,7753.0
105,7.18076923076923,7.99,6.12,345933.23076923075,1480574.0,10385.0
106,7.378064516129032,8.57,5.27,316416.0967741936,1314178.0,2368.0
107,7.652,8.65,5.97,747957.1333333333,3035328.0,15187.0
108,7.43,7.43,7.43,15187.0,15187.0,15187.0
109,7.451052631578947,8.64,6.26,422273.7894736842,1962199.0,17002.0
110,7.3629999999999995,8.12,6.16,237995.3,1720151.0,937.0
111,7.226999999999999,8.18,6.51,153850.4,475588.0,2492.0
112,5.74,6.03,5.45,125984.5,244559.0,7410.0
113,7.197826086956522,8.64,6.28,190361.95652173914,1719364.0,6574.0
114,7.453833333333334,9.02,5.45,299968.9,1319137.0,2724.0
115,7.51,7.51,7.51,237489.0,237489.0,237489.0
116,7.0183333333333335,7.83,5.67,84995.5,237489.0,1754.0
117,6.626,7.72,3.32,65679.3,212160.0,3832.0
118,7.035,7.65,6.42,124068.5,172673.0,75464.0
119,6.6475,7.65,5.72,145552.16666666666,671358.0,8690.0
120,7.3671544715447155,8.9,5.18,327057.18699186994,2318129.0,3352.0
121,7.764485981308411,9.1,5.35,847306.644859813,4230312.0,6367.0
122,7.434383561643836,8.75,6.1,300193.7397260274,2359308.0,2666.0
123,7.2508928571428575,8.22,5.58,225696.10714285713,1816496.0,5142.0
124,7.4350000000000005,7.72,7.15,52418.0,67759.0,37077.0
125,7.075,7.99,6.38,511968.5,1480574.0,22801.0
126,7.281538461538461,8.35,6.37,343098.6923076923,962019.0,14846.0
127,7.284000000000001,8.49,6.58,588542.2,2247855.0,16403.0
128,7.242,8.38,5.46,417516.2,1372633.0,4016.0
129,7.662999999999999,9.07,6.34,763798.8,3080867.0,4177.0
130,8.07,8.22,7.98,1653064.6666666667,3035328.0,812035.0
131,6.97,6.97,6.97,14924.0,14924.0,14924.0
132,7.6207692307692305,9.03,6.32,534693.358974359,3080867.0,13186.0
133,6.7908333333333335,8.04,5.42,289569.02777777775,1505271.0,6804.0
134,7.564745762711865,8.89,5.86,553422.9152542372,1962199.0,19881.0
135,7.758392857142857,9.1,6.05,507206.8214285714,4170767.0,666.0
136,7.730862068965517,9.1,6.12,904871.3793103448,4170767.0,3954.0
137,8.54,8.62,8.46,2453468.0,4170767.0,736169.0
138,7.183333333333334,8.18,6.48,700509.0,3232300.0,10644.0
139,7.566666666666666,7.98,7.22,1929086.6666666667,3232300.0,420034.0
141,7.32625,8.36,6.35,443525.125,1962199.0,25669.0
142,7.302972972972972,8.53,5.39,249440.94594594595,2880058.0,4860.0
143,7.022083333333334,8.91,6.13,295876.4166666667,2164124.0,4241.0
144,7.4025,8.93,6.64,671846.875,1586312.0,147864.0
145,7.732333333333333,8.74,6.38,556074.5833333334,2318129.0,25129.0
146,7.237916666666667,8.67,6.31,412241.9166666667,1962199.0,11343.0
147,7.196000000000001,8.93,5.51,372176.68,1679420.0,3545.0
148,6.926,7.98,6.38,86456.4,280956.0,5165.0
149,7.1332258064516125,8.27,5.41,287691.3870967742,1250744.0,7480.0
150,7.350246913580247,8.89,5.03,539638.1111111111,3323322.0,9056.0
151,7.39,8.04,5.68,369647.3333333333,1812885.0,7967.0
152,7.414736842105263,8.93,6.2,290852.05263157893,1258509.0,20730.0
153,7.649444444444445,9.02,6.05,378181.5833333333,1962199.0,6960.0
154,7.5534042553191485,9.03,5.83,752631.085106383,3080867.0,6680.0
155,6.656000000000001,8.53,5.38,112269.1,740319.0,1730.0
156,7.4547058823529415,9.1,5.22,611037.4117647059,4170767.0,2759.0
157,7.072272727272727,7.85,6.35,332979.2272727273,1723784.0,16712.0
158,7.1272,8.23,6.21,142592.44,546400.0,3885.0
159,7.569999999999999,8.38,6.31,531308.3846153846,1962199.0,11343.0
160,7.572222222222222,8.89,5.98,509545.537037037,4230312.0,6664.0
161,7.53421052631579,8.93,5.8,632284.5263157894,3323322.0,3566.0
162,7.385555555555555,7.94,6.83,387679.77777777775,1302351.0,16047.0
163,6.8100000000000005,7.17,6.45,43533.0,51997.0,35069.0
164,7.74695652173913,8.78,5.43,553975.304347826,3323322.0,2316.0
165,7.40311475409836,9.03,6.07,524427.8196721311,4230312.0,4236.0
166,7.5517391304347825,8.71,5.75,518587.17391304346,2401830.0,5793.0
167,7.360697674418605,9.1,5.64,388634.23255813954,3576199.0,7597.0
168,7.473673469387755,9.1,6.2,805801.693877551,4230312.0,11740.0
169,7.1654838709677415,8.69,5.87,459922.4516129032,1750083.0,3581.0
170,7.686888888888889,8.93,5.89,449610.84444444446,3035328.0,1970.0
171,7.639,8.63,6.53,923571.2,3232300.0,20316.0
173,7.441612903225806,8.65,6.4,298628.96774193546,2273787.0,15679.0
174,7.262903225806451,8.53,5.9,472618.1935483871,2880058.0,11473.0
175,7.1275,7.98,6.56,337064.6666666667,2134926.0,10637.0
176,7.21,7.21,7.21,242987.0,242987.0,242987.0
177,7.522295081967213,9.1,5.94,510713.95081967214,3576199.0,12976.0
178,7.27625,8.18,6.07,182847.03125,1039571.0,4481.0
180,7.3140625,8.64,6.3,311615.84375,1962199.0,5580.0
181,7.776666666666667,8.64,6.62,634161.3333333334,1719364.0,24059.0
182,7.32203125,8.71,6.07,264233.28125,3232300.0,4546.0
183,7.701764705882353,8.78,7.15,257818.35294117648,2115206.0,16384.0
184,6.732666666666666,8.62,5.29,326875.93333333335,1962199.0,7460.0
185,7.653243243243244,8.78,5.65,381995.4736842105,2380325.0,210.0
186,7.89,8.29,7.49,230931.0,412705.0,49157.0
187,8.29,8.29,8.29,412705.0,412705.0,412705.0
188,6.8149999999999995,6.85,6.78,139120.0,177333.0,100907.0
189,7.079888888888888,8.2,5.62,291893.02222222224,2318129.0,6203.0
190,7.38,7.95,6.92,185979.6,342485.0,64915.0
191,6.576666666666667,6.97,5.87,235054.33333333334,671358.0,15035.0
193,6.78,7.6,5.53,344754.29411764705,1224489.0,29629.0
194,7.028571428571429,7.44,6.53,89439.42857142857,356341.0,15789.0
195,7.03325,8.31,5.32,346504.5,1224489.0,20823.0
196,6.701428571428571,7.41,6.0,237994.64285714287,810361.0,16850.0
197,6.853333333333333,7.65,6.12,218046.83333333334,671358.0,30693.0
198,7.490408163265306,9.03,5.8,620507.1428571428,4170767.0,12833.0
199,7.585806451612903,8.83,5.53,365563.97872340423,2942216.0,542.0
200,7.496842105263158,8.68,5.5,366399.4210526316,1314178.0,9067.0
201,7.058636363636364,8.36,5.08,466682.13636363635,2318129.0,2148.0
202,7.707586206896552,8.89,5.43,526908.0862068966,2581334.0,3040.0
203,6.211666666666666,7.56,5.52,9802.166666666666,40356.0,2439.0
204,6.745,7.48,5.8,545783.4166666666,3232300.0,9040.0
205,7.563627450980392,9.03,3.82,507418.7745098039,3080867.0,1956.0
206,7.37,7.72,6.76,269266.25,1205766.0,24357.0
207,7.275384615384615,8.6,5.79,230076.15384615384,1205766.0,4388.0
208,7.231111111111111,8.44,5.94,259354.88888888888,1794468.0,5793.0
209,7.304444444444444,8.71,5.94,421765.74074074073,2401830.0,5793.0
210,7.4025,8.93,5.99,363481.78846153844,3035328.0,2094.0
211,5.41,5.51,5.19,175908.5,697724.0,1672.0
212,6.678333333333334,8.48,4.49,362044.5,3430848.0,1129.0
213,5.8,5.8,5.8,2912.0,2912.0,2912.0
215,7.64,7.64,7.64,449130.0,449130.0,449130.0
216,7.16,7.16,7.16,147864.0,147864.0,147864.0
217,6.2,6.2,6.2,4436.0,4436.0,4436.0
218,7.441470588235294,8.64,6.3,318723.5,2096852.0,7086.0
219,7.69,7.69,7.69,29211.0,56623.0,1799.0
220,5.859999999999999,6.21,5.29,3827.3333333333335,5345.0,2438.0
221,7.2188888888888885,8.75,6.2,402726.55555555556,1999997.0,8189.0
222,7.46,8.93,6.17,461592.6666666667,1129214.0,36068.0
223,7.369850746268656,9.03,2.92,651560.6176470588,3430848.0,210.0
225,6.305714285714286,7.57,4.83,272062.85714285716,1816496.0,3277.0
226,7.22180412371134,9.03,2.23,597766.3608247422,4230312.0,2559.0
227,7.359999999999999,8.93,2.01,425270.46875,3035328.0,934.0
228,7.3161956521739135,8.75,5.16,433305.8695652174,4170767.0,4193.0
229,7.037999999999999,8.06,6.23,136704.6,875726.0,3699.0
230,7.512142857142857,8.78,6.54,354458.85714285716,1793398.0,4541.0
231,7.0,7.02,6.98,246039.5,427591.0,64488.0
232,7.3510784313725495,9.29,4.49,313468.2549019608,4170767.0,2181.0
233,7.393888888888889,8.06,6.35,106133.72222222222,622622.0,3048.0
234,7.825,8.07,7.48,151672.25,194652.0,71701.0
235,7.485084745762712,9.02,5.94,479347.71186440677,4170767.0,3832.0
236,7.02125,7.45,6.46,113857.25,279609.0,31332.0
237,7.40015873015873,9.1,5.4,445961.8015873016,3576199.0,3078.0
238,7.58625,8.91,6.58,541191.25,3035328.0,16405.0
239,7.7461290322580645,9.02,5.51,616204.3870967742,4230312.0,1507.0
240,7.515510204081632,8.93,6.28,444123.48979591834,1528892.0,6983.0
241,6.941470588235294,7.99,6.1,324133.17647058825,1505271.0,29579.0
242,7.539199999999999,8.78,5.85,408609.04,2156422.0,1472.0
243,7.077083333333333,8.57,5.46,226253.75,1201583.0,6454.0
244,7.65090909090909,8.29,7.1,194364.0,666459.0,4299.0
245,7.6862666666666675,8.93,5.36,534836.8533333334,3430848.0,1340.0
246,7.619523809523809,8.73,6.73,798365.5714285715,2581334.0,16403.0
247,7.078076923076923,8.03,5.88,180029.38461538462,913756.0,7213.0
248,6.973333333333334,8.04,5.83,334149.8095238095,1480574.0,22801.0
249,7.452517482517483,9.1,5.3,521485.85314685316,3576199.0,4484.0
250,7.662000000000001,9.1,6.15,933748.72,3576199.0,4208.0
251,7.456363636363636,9.03,5.58,567883.2575757576,3080867.0,4914.0
252,7.175238095238096,8.27,5.85,283466.90476190473,1573420.0,14505.0
253,7.438620689655172,8.47,5.83,228200.10344827586,959723.0,937.0
256,7.34275,8.83,4.3,466680.55,2942216.0,1477.0
257,6.626470588235295,8.03,4.58,222901.0,1505271.0,3781.0
258,6.592222222222222,7.72,4.83,202174.33333333334,633523.0,12589.0
259,7.09,7.09,7.09,277360.0,277360.0,277360.0
260,6.915,7.82,5.87,249454.83333333334,962019.0,15035.0
261,7.55,7.55,7.55,1224489.0,1224489.0,1224489.0
263,7.826543209876544,9.03,5.6,519740.39506172837,4230312.0,1791.0
265,7.26,7.26,7.26,5945.0,5945.0,5945.0
266,7.033846153846154,8.36,5.43,398349.0,1962199.0,3949.0
267,7.523777777777777,8.75,6.11,482077.93333333335,2401830.0,876.0
268,7.132758620689655,9.29,4.29,289746.8448275862,1223219.0,1472.0
269,7.593513513513513,9.1,5.95,809178.6283783783,4230312.0,3954.0
270,7.352592592592593,8.62,5.8,623970.7407407408,4170767.0,13864.0
271,7.224166666666666,8.75,5.97,366451.9166666667,1999997.0,12609.0
272,7.262777777777777,8.89,5.85,353880.72222222225,1794468.0,11078.0
273,7.556363636363637,8.23,6.98,229529.72727272726,641378.0,20434.0
274,7.075625,7.61,6.32,101708.9375,519901.0,17475.0
275,6.786666666666666,7.26,6.49,152175.0,220377.0,116612.0
276,7.003478260869565,8.36,6.13,358785.8695652174,1962199.0,4214.0
277,7.1375,7.91,6.69,399082.5,1006044.0,26956.0
278,7.545,8.73,6.15,738366.25,2581334.0,60201.0
279,7.187857142857142,8.89,5.47,233180.92857142858,1265581.0,1451.0
280,7.12125,7.71,6.26,30752.375,67806.0,3512.0
281,7.328333333333333,8.02,6.51,146829.33333333334,340814.0,8138.0
282,7.191818181818181,8.89,5.76,336604.0909090909,1265581.0,8085.0
283,7.668235294117648,8.69,6.95,259791.11764705883,1933489.0,5035.0
284,7.541666666666667,8.11,7.19,247603.66666666666,1080694.0,16281.0
285,7.430909090909091,8.91,5.85,443655.63636363635,1962199.0,4236.0
286,6.9625,7.76,6.39,62022.0,200349.0,11812.0
287,7.601904761904761,8.78,6.31,588470.7142857143,2668197.0,4860.0
288,6.930810810810811,8.46,5.57,132163.43243243243,736169.0,1420.0
289,7.313,8.31,6.32,332650.1,807503.0,29527.0
290,7.717391304347826,9.02,6.28,212777.34782608695,857830.0,15815.0
291,6.79,7.33,6.37,133787.66666666666,184012.0,61387.0
292,7.686923076923076,8.55,6.49,358339.92307692306,1281899.0,16712.0
293,6.876896551724138,8.31,5.25,146028.5172413793,1105066.0,1471.0
294,6.068571428571429,7.04,2.88,54224.857142857145,126128.0,13616.0
295,7.55,7.55,7.55,95612.0,95612.0,95612.0
296,7.13,8.43,6.38,292944.46153846156,3232300.0,3909.0
297,7.453333333333333,8.29,6.18,576038.8333333334,2668197.0,13369.0
298,7.090999999999999,8.01,5.99,679570.0,3232300.0,700.0
299,7.07,7.78,6.37,124648.25,418940.0,18220.0
300,7.154444444444445,8.46,5.3,345779.55555555556,1586312.0,4484.0
301,6.958,7.77,4.83,46984.2,102186.0,4448.0
302,7.482173913043479,8.49,6.32,152644.5652173913,726992.0,1815.0
303,6.44,6.44,6.44,20686.0,20686.0,20686.0
304,7.98,8.56,7.4,516177.0,1006593.0,25761.0
305,6.295454545454546,8.46,4.82,350319.54545454547,1812885.0,1008.0
306,7.5120512820512815,8.93,5.97,561686.6666666666,3232300.0,3328.0
307,6.869999999999999,7.14,6.6,10055.5,15854.0,4257.0
308,7.394117647058824,8.65,6.3,196302.64705882352,884396.0,8434.0
309,7.13375,7.79,6.42,181608.25,476928.0,22326.0
310,6.05,6.05,6.05,2782.0,2782.0,2782.0
311,7.478,8.34,6.36,119156.3,498927.0,2961.0
313,7.59,7.85,7.33,75248.5,140122.0,10375.0
315,7.4675,8.77,6.75,501249.5,1977969.0,4815.0
316,6.78,6.78,6.78,8867.0,8867.0,8867.0
317,7.048636363636363,8.24,5.9,159139.72727272726,1261956.0,8577.0
318,6.677499999999999,7.39,5.97,113949.08333333333,505365.0,6290.0
319,7.02,7.31,6.53,293488.6666666667,499431.0,167085.0
320,6.812258064516129,8.75,4.73,287333.22580645164,1999997.0,1490.0
321,6.608125,8.75,4.29,259781.5,1999997.0,11078.0
322,7.59547619047619,8.6,6.15,398447.0238095238,1812885.0,20434.0
323,7.813018867924528,9.07,5.49,696658.2264150943,4170767.0,60201.0
324,7.313846153846153,8.42,5.85,81279.38461538461,416705.0,4902.0
325,7.328108108108108,8.57,5.51,427939.5135135135,2318129.0,5299.0
326,7.305384615384615,8.65,5.83,387005.3461538461,4170767.0,3117.0
327,7.441052631578947,8.29,5.43,187811.42105263157,723134.0,632.0
328,7.514285714285714,8.64,6.51,604937.0,2359308.0,7988.0
329,7.672542372881356,9.07,6.32,323996.6779661017,2737090.0,5545.0
330,7.4175609756097565,8.83,6.49,541132.243902439,2942216.0,10519.0
331,7.606999999999999,9.03,6.84,479123.7,3080867.0,17011.0
333,7.445,7.82,6.9,43674.0,106541.0,3427.0
334,7.407272727272727,8.68,6.13,258259.5,1559915.0,6015.0
335,7.327083333333333,8.18,6.62,392117.625,2273787.0,9220.0
336,7.08125,9.02,5.79,256868.25,1250744.0,7480.0
337,7.345999999999999,7.71,6.97,289651.6,671358.0,105173.0
338,7.4750000000000005,9.02,5.47,330444.28571428574,4230312.0,406.0
339,7.4446956521739125,9.07,5.35,472316.27826086956,4170767.0,1367.0
340,7.444,8.52,5.8,581265.2,3430848.0,14001.0
341,7.547428571428572,8.75,6.46,618025.1142857143,4170767.0,29031.0
342,7.508181818181819,9.02,6.08,119608.09090909091,350634.0,23708.0
343,7.209473684210526,8.32,6.49,487582.7631578947,2318129.0,38212.0
344,7.791764705882353,9.07,6.86,474697.64705882355,2737090.0,22086.0
345,7.582666666666667,8.69,6.32,369119.5,1933489.0,6604.0
346,6.55076923076923,7.74,5.74,176522.61538461538,1109634.0,7317.0
347,7.1018181818181825,8.23,6.15,265107.9090909091,812035.0,17759.0
348,7.0665000000000004,8.47,5.12,194343.4,1105066.0,3598.0
349,7.43,8.18,6.98,161095.0,475588.0,24162.0
350,7.304666666666666,8.5,5.9,147661.5652173913,1220159.0,652.0
351,7.523333333333333,7.84,7.1,74454.66666666667,164552.0,27409.0
352,7.066666666666666,7.15,6.95,48160.75,164552.0,392.0
353,7.913333333333334,8.47,7.18,328110.6666666667,825402.0,20252.0
354,6.042,6.77,4.3,58550.6,154882.0,4213.0
355,7.303047619047619,8.38,5.87,609289.2,3232300.0,12165.0
356,7.261851851851851,8.71,5.23,585134.4814814815,4230312.0,22176.0
357,6.961095890410959,8.09,4.29,252534.698630137,2164124.0,3114.0
358,6.999333333333333,8.53,6.2,223344.8,1586312.0,4220.0
359,8.3,8.55,8.05,805304.5,1281899.0,328710.0
360,7.5825,8.01,6.8,314729.0,843305.0,75384.0
361,6.68,7.27,6.11,175234.0,401692.0,16850.0
362,7.16,7.16,7.16,147864.0,147864.0,147864.0
363,7.1,7.1,7.1,191085.0,191085.0,191085.0
364,7.537999999999999,8.2,6.74,125617.1,725743.0,14139.0
365,6.662857142857143,7.83,5.98,29289.714285714286,71289.0,7786.0
366,6.397142857142858,7.38,4.61,106134.57142857143,337749.0,9793.0
367,7.11,7.11,7.11,4078.0,4078.0,4078.0
368,6.097586206896552,6.86,5.05,32282.620689655174,627775.0,2401.0
369,7.493888888888889,8.89,5.84,504365.537037037,2164124.0,5897.0
370,6.665,7.48,5.4,47394.25,116481.0,5195.0
372,7.493333333333333,7.95,7.02,121248.66666666667,237489.0,5833.0
373,6.54,7.06,6.07,17073.75,34700.0,3934.0
375,7.0825,7.5,6.02,64419.25,116481.0,5767.0
376,5.95,5.95,5.95,147867.0,147867.0,147867.0
377,7.735,8.46,7.16,229698.66666666666,736169.0,41402.0
379,7.203333333333333,9.05,5.95,225441.88888888888,1431804.0,2290.0
380,7.72,7.72,7.72,37077.0,37077.0,37077.0
381,7.573333333333333,7.72,7.39,61135.333333333336,120837.0,25492.0
382,6.121666666666666,6.61,5.04,31910.833333333332,95892.0,815.0
383,7.190000000000001,8.06,6.33,128326.72222222222,683207.0,3328.0
384,7.269220779220779,8.89,3.48,750850.2077922078,4230312.0,7799.0
385,7.4116,8.89,5.35,574919.84,2984661.0,10448.0
386,7.653333333333332,8.37,5.72,69118.66666666667,130932.0,13929.0
387,7.8189156626506024,9.29,5.49,571451.313253012,4230312.0,15489.0
388,7.711578947368421,8.78,6.43,137950.2105263158,665742.0,2325.0
389,7.233513513513513,8.71,5.55,299351.6216216216,2401830.0,3103.0
390,7.450399999999999,8.93,5.51,389191.4,2359308.0,6287.0
391,7.0055555555555555,7.55,6.18,58687.77777777778,194619.0,6064.0
392,7.532417582417583,9.1,5.26,752480.2087912088,3576199.0,3434.0
393,7.321666666666666,8.38,5.39,104758.08333333333,404247.0,4469.0
394,7.225,7.36,7.09,345154.0,412948.0,277360.0
395,6.923333333333333,7.63,5.51,780415.6666666666,1586312.0,171894.0
396,7.545714285714285,9.02,6.66,112412.42857142857,350634.0,17356.0
400,7.5426190476190484,8.75,6.11,454024.8095238095,2581334.0,4919.0
401,7.6066666666666665,8.53,7.13,424144.0,1223594.0,102941.0
402,8.18,8.18,8.18,475588.0,475588.0,475588.0
403,6.543333333333333,6.75,6.12,122010.0,239707.0,25495.0
404,6.978148148148148,8.6,5.33,360651.2962962963,2164957.0,2851.0
405,7.400526315789475,8.51,5.93,379698.94736842107,1586312.0,7759.0
406,7.85125,8.55,6.76,557764.625,2115206.0,6203.0
407,7.43,8.43,6.18,266665.4117647059,1450550.0,4299.0
408,7.100909090909091,8.34,6.05,180696.81818181818,993424.0,12109.0
411,7.452692307692308,8.75,5.85,535144.8461538461,4170767.0,6383.0
412,7.041923076923077,8.16,6.35,249582.07692307694,1314178.0,6807.0
413,5.053571428571429,8.36,1.89,323829.5517241379,2073116.0,659.0
415,7.717894736842106,8.47,7.03,292478.5789473684,959723.0,3512.0
416,7.5600000000000005,8.75,6.29,436648.23076923075,1999997.0,3360.0
417,7.048823529411765,7.9,5.21,432607.35294117645,3232300.0,5059.0
419,7.362,8.52,5.93,332159.6,2134926.0,6035.0
420,6.37125,8.16,4.58,195135.125,928332.0,2469.0
421,6.7625,7.32,5.9,47495.125,179107.0,10288.0
424,6.8416,8.75,4.44,160951.44,1999997.0,1116.0
425,6.739999999999999,7.53,6.19,29915.333333333332,58223.0,8746.0
426,7.010769230769231,7.89,5.94,55060.307692307695,218361.0,3406.0
427,7.618055555555555,8.78,6.04,252246.66666666666,2115206.0,4342.0
429,7.98,7.98,7.98,280956.0,280956.0,280956.0
430,7.8,7.93,7.67,267229.0,312922.0,221536.0
431,7.817884615384615,8.83,6.65,563601.0769230769,2942216.0,1407.0
432,7.204999999999999,8.75,5.85,318654.0833333333,1999997.0,9194.0
433,7.617142857142857,8.93,6.19,389459.9428571428,1679420.0,9139.0
434,5.951818181818182,6.73,5.38,10638.90909090909,47742.0,2232.0
435,7.148139534883721,8.64,5.52,268948.16279069765,1816496.0,5767.0
437,7.51188679245283,9.07,5.3,514356.22222222225,2984661.0,132.0
438,7.595,7.92,7.27,235869.5,350808.0,120931.0
439,6.8525,8.01,5.13,62949.25,167554.0,3927.0
440,7.493508771929824,8.91,5.71,419655.1052631579,3212739.0,1466.0
441,7.6168,8.56,5.27,417939.84,1962199.0,10287.0
442,7.333333333333333,8.24,6.8,81139.33333333333,204120.0,4220.0
444,7.01,7.01,7.01,65897.0,65897.0,65897.0
445,7.064,7.55,6.62,52940.2,126192.0,9220.0
446,7.446666666666666,8.04,7.03,406520.6666666667,990406.0,108225.0
447,6.978,7.32,6.43,208418.2,833656.0,13997.0
448,7.466666666666666,8.03,6.81,136999.0,318482.0,24202.0
449,7.42,7.42,7.42,129775.0,129775.0,129775.0
450,7.5,7.5,7.5,248922.0,248922.0,248922.0
451,7.09,7.09,7.09,91400.0,91400.0,91400.0
452,6.45,6.45,6.45,51997.0,51997.0,51997.0
454,7.074999999999999,8.04,5.05,273308.25,875726.0,1569.0
