mal_id,mean_score_reco,max_score_reco,min_score_reco,mean_members_reco,max_members_reco,min_members_reco
4182,,,,,,
4186,7.319090909090909,8.56,6.3,628246.0454545454,4230312.0,17475.0
4187,6.49,6.49,6.49,5343.0,5343.0,5343.0
4189,6.914,7.74,5.75,448458.2,1109634.0,2108.0
4191,6.95,7.28,6.62,10666.5,13755.0,7578.0
4192,7.272857142857142,9.02,6.22,497715.0714285714,2318129.0,15198.0
4196,6.5425,8.03,4.58,146344.25,318482.0,17972.0
4197,7.24,7.24,7.24,230193.0,230193.0,230193.0
4198,7.176666666666667,7.56,6.69,14452.666666666666,19964.0,9539.0
4200,6.9557142857142855,8.01,6.14,26606.714285714286,74706.0,6701.0
4201,8.206666666666665,8.53,7.86,316353.3333333333,740319.0,4991.0
4209,7.312857142857142,8.25,6.15,295707.4285714286,853296.0,10448.0
4210,6.25,7.53,5.24,86426.75,325139.0,819.0
4211,8.06,8.06,8.06,38724.0,38724.0,38724.0
4213,7.65,7.86,7.44,185074.0,266000.0,104148.0
4214,6.863333333333333,7.82,5.72,389257.61904761905,1586312.0,16546.0
4224,7.506432432432432,8.97,5.43,613223.0,2942216.0,934.0
4232,7.2,7.2,7.2,6075.0,6075.0,6075.0
4240,7.76,7.9,7.62,99385.0,109455.0,89315.0
4242,7.77,7.77,7.77,146666.0,146666.0,146666.0
4246,8.09,8.56,7.62,578084.5,1006593.0,149576.0
4250,2.23,2.23,2.23,69571.0,69571.0,69571.0
4262,6.555882352941176,7.35,5.91,108278.88235294117,313268.0,5772.0
4264,7.2425,7.92,6.85,201966.5,350808.0,19881.0
4278,5.89,5.89,5.89,12493.0,12493.0,12493.0
4280,7.25,7.27,7.23,583052.0,985734.0,180370.0
4282,7.974230769230768,8.62,6.87,835272.8461538461,4170767.0,22536.0
4286,6.3100000000000005,6.43,6.19,2644.5,3657.0,1632.0
4298,8.78,8.78,8.78,665742.0,665742.0,665742.0
4304,5.79,6.68,5.16,30427.2,116872.0,2236.0
4310,2.33,2.33,2.33,6947.0,6947.0,6947.0
4312,7.025,7.87,5.19,474063.75,1793398.0,2679.0
4318,5.425,5.54,5.31,2733.0,2751.0,2715.0
4331,7.8,7.8,7.8,48896.0,48896.0,48896.0
4334,7.381428571428571,8.71,6.22,487523.2380952381,3212739.0,4424.0
4339,7.09,7.09,7.09,15735.0,15735.0,15735.0
4340,6.08,6.08,6.08,4122.0,4122.0,4122.0
4342,6.30125,6.87,5.67,15024.5,51388.0,2629.0
4353,6.489999999999999,6.6,6.43,10373.0,19745.0,2660.0
4355,6.38,6.61,6.19,6369.333333333333,9178.0,4859.0
4356,5.640000000000001,5.75,5.53,6982.0,8848.0,5116.0
4358,6.506666666666667,6.7,6.13,9720.333333333334,11071.0,8511.0
4360,6.553333333333334,6.86,5.94,9478.0,13070.0,5192.0
4362,6.444285714285714,7.71,4.83,19964.571428571428,52029.0,813.0
4363,5.8149999999999995,5.95,5.68,3924.5,4441.0,3408.0
4364,6.31,6.53,6.12,31117.333333333332,80225.0,5368.0
4365,6.113333333333333,6.29,5.83,9095.333333333334,12582.0,6989.0
4371,6.66,6.66,6.66,4087.0,4087.0,4087.0
4375,,,,655.0,655.0,655.0
4382,7.704444444444444,9.07,5.51,862259.5555555555,2737090.0,9619.0
4383,8.64,8.64,8.64,489086.0,489086.0,489086.0
4389,6.975,7.01,6.94,8301.0,21936.0,430.0
4390,4.755000000000001,4.86,4.65,1996.5,2221.0,1772.0
4393,6.43,6.43,6.43,9974.0,9974.0,9974.0
4396,4.59,4.59,4.59,1527.0,1527.0,1527.0
4397,4.949999999999999,5.35,4.55,1860.5,2285.0,1436.0
4398,6.51,7.67,5.35,35045.5,67806.0,2285.0
4399,6.715,7.11,6.48,16105.0,26029.0,6795.0
4411,7.279999999999999,7.42,7.14,6871.0,9200.0,4542.0
4415,7.316,8.73,6.15,496638.55,2581334.0,9220.0
4416,8.64,8.64,8.64,1719364.0,1719364.0,1719364.0
4418,5.67,5.71,5.63,1633.5,2708.0,559.0
4419,6.405714285714287,7.62,5.63,31572.85714285714,112880.0,559.0
4420,7.34,7.34,7.34,80466.0,80466.0,80466.0
4427,7.59,7.98,7.0,317885.5,1111831.0,3763.0
4437,7.88,8.26,7.5,386611.0,524300.0,248922.0
4439,6.7075,7.27,6.41,9060.0,13798.0,3109.0
4443,7.24,7.24,7.24,262424.0,262424.0,262424.0
4447,7.62,7.62,7.62,30749.0,30749.0,30749.0
4450,6.64,6.64,6.64,39470.0,39470.0,39470.0
4451,6.725,7.26,5.4,217405.25,657672.0,6288.0
4458,6.720000000000001,8.77,5.07,406482.8,1977969.0,1704.0
4460,7.015,8.31,4.65,278458.125,863004.0,584.0
4461,6.5125,7.79,5.07,31376.75,93398.0,1704.0
4467,6.713333333333334,8.38,5.36,458735.3333333333,1372633.0,685.0
4469,5.63,5.63,5.63,3473.0,3473.0,3473.0
4471,6.41,6.41,6.41,3607.0,3607.0,3607.0
4472,7.336666666666666,7.84,6.72,166087.66666666666,360695.0,36617.0
4473,6.66875,7.86,5.71,117823.125,546400.0,6305.0
4475,6.425000000000001,7.03,5.82,14243.5,27867.0,620.0
4477,7.926666666666667,8.18,7.44,460163.3333333333,1201583.0,55588.0
4481,6.588333333333334,7.98,5.3,191385.83333333334,1111831.0,1390.0
4483,7.656538461538461,8.65,6.42,461981.5,2359308.0,4614.0
4484,6.98,7.87,6.09,424939.0,842969.0,6909.0
4485,7.67,7.86,7.48,42896.5,53824.0,31969.0
4488,6.215,6.26,6.17,5044.5,6636.0,3453.0
4490,5.760000000000001,6.21,5.22,8644.0,11937.0,3322.0
4491,5.61,6.32,5.15,5403.666666666667,9103.0,3543.0
4492,6.35,6.35,6.35,6452.0,6452.0,6452.0
4493,6.035,6.64,5.43,4929.0,7412.0,2446.0
4494,5.53,5.53,5.53,2452.0,2452.0,2452.0
4495,4.91,4.91,4.91,1807.0,1807.0,1807.0
4496,6.26,6.26,6.26,5928.0,5928.0,5928.0
4498,6.546666666666667,7.2,5.85,43235.0,69271.0,2411.0
4502,6.965,7.27,6.43,16179.75,27349.0,4657.0
4503,7.91,8.36,7.49,713630.6666666666,1962199.0,58513.0
4513,7.96,7.96,7.96,633283.0,633283.0,633283.0
4514,7.09,7.09,7.09,6280.0,6280.0,6280.0
4515,6.34,6.34,6.34,2197.0,2197.0,2197.0
4531,5.768,8.32,4.12,420018.2,1993223.0,10400.0
4532,7.14,7.14,7.14,4542.0,4542.0,4542.0
4533,6.435,7.27,5.6,16052.5,28347.0,3758.0
4535,6.842105263157895,7.74,5.87,191294.36842105264,710189.0,3885.0
4536,7.03,7.03,7.03,2051.0,2051.0,2051.0
4541,5.626666666666666,5.84,5.51,234539.0,697724.0,2401.0
4548,7.328571428571429,8.04,6.49,440254.35714285716,1223594.0,8015.0
4549,7.128333333333334,8.6,4.82,444108.0,1793398.0,13328.0
4550,7.535161290322581,8.47,6.56,347224.4516129032,1816496.0,30342.0
4551,7.527297297297297,8.67,5.97,441379.3243243243,1446734.0,20926.0
4556,6.095000000000001,6.49,5.7,7187.0,9312.0,5062.0
4563,6.67,6.94,6.4,53868.0,101954.0,5782.0
4565,7.945714285714287,8.58,7.3,303241.5714285714,1006593.0,11993.0
4574,6.69,6.69,6.69,9539.0,9539.0,9539.0
4578,6.055,6.44,5.67,6003.5,9162.0,2845.0
4581,7.395714285714286,8.39,6.03,526200.1666666666,2134926.0,13028.0
4590,6.5600000000000005,6.58,6.54,8571.5,10234.0,6909.0
4591,6.4350000000000005,6.71,5.71,160096.75,522079.0,14061.0
4596,7.385,7.52,7.25,12142.5,12770.0,11515.0
4600,6.945714285714286,7.39,6.69,15992.42857142857,33546.0,9579.0
4601,5.15,5.15,5.15,3543.0,3543.0,3543.0
4603,6.31,6.31,6.31,39325.0,39325.0,39325.0
4607,6.8566666666666665,6.96,6.65,12129.0,13114.0,11238.0
4617,9.02,9.02,9.02,350634.0,350634.0,350634.0
4618,7.214583333333334,8.78,5.44,350474.75,2401830.0,2113.0
4638,5.845,6.18,5.51,350923.5,697724.0,4123.0
4639,7.692,8.55,5.85,448391.7,1464558.0,3501.0
4646,8.185,8.75,7.62,1054726.0,1999997.0,109455.0
4651,7.5616666666666665,8.52,7.23,539406.8333333334,1816496.0,5875.0
4653,6.077142857142857,6.67,5.41,6129.428571428572,10929.0,2763.0
4654,7.3412727272727265,9.29,5.73,681023.6818181818,3576199.0,6705.0
4657,7.36375,8.67,6.45,372928.375,1345042.0,51997.0
4662,7.215999999999999,7.57,6.99,122085.6,219200.0,26624.0
4663,7.59,7.59,7.59,21377.0,21377.0,21377.0
4667,6.11,6.11,6.11,2738.0,2738.0,2738.0
4675,6.34,6.34,6.34,6939.0,6939.0,6939.0
4680,7.84,7.84,7.84,360695.0,360695.0,360695.0
4681,7.71,7.71,7.71,297763.0,297763.0,297763.0
4684,7.28,7.28,7.28,3568.0,3568.0,3568.0
4685,6.464,7.03,5.94,6909.0,17124.0,1115.0
4689,6.38,7.46,5.66,10743.166666666666,43043.0,210.0
4693,6.22,6.22,6.22,8086.0,8086.0,8086.0
4701,6.266,7.13,5.53,9982.2,23076.0,5116.0
4705,8.13,8.13,8.13,79987.0,79987.0,79987.0
4709,6.09,6.09,6.09,657.0,657.0,657.0
4713,6.178461538461538,7.7,4.08,152830.38461538462,447229.0,450.0
4714,5.895714285714286,7.21,4.21,58181.57142857143,186130.0,1567.0
4715,6.88,6.88,6.88,48706.0,48706.0,48706.0
4719,6.588500000000001,7.73,4.29,270037.7,985734.0,20926.0
4720,7.312799999999999,8.57,5.51,329417.84,1302616.0,25165.0
4722,7.597564102564102,8.68,6.43,382988.39743589744,2318129.0,5711.0
4723,7.65,7.65,7.65,230420.0,230420.0,230420.0
4725,7.44661971830986,9.1,6.25,730773.4366197183,4230312.0,24374.0
4726,7.16875,8.43,6.2,233681.875,632069.0,17836.0
4730,5.890000000000001,6.5,4.82,103067.25,311885.0,11488.0
4731,5.53,5.53,5.53,5116.0,5116.0,5116.0
4732,5.8340000000000005,5.96,5.74,29546.6,122667.0,4631.0
4733,4.67,4.67,4.67,2667.0,2667.0,2667.0
4737,7.23,7.75,6.71,12084.0,23128.0,1040.0
4742,6.83,7.26,6.4,7268.5,12527.0,2010.0
4744,7.013947368421052,8.04,5.51,425545.7631578947,2318129.0,28067.0
4752,7.199523809523809,8.34,6.18,376047.4761904762,1250744.0,12988.0
4756,7.695,8.18,7.21,229001.0,370542.0,87460.0
4760,6.4350000000000005,6.51,6.36,22191.0,36442.0,7940.0
4761,6.04,7.26,5.45,8716.42857142857,39808.0,569.0
4763,6.53,6.97,5.87,9586.166666666666,13107.0,6191.0
4773,8.073333333333334,8.64,7.53,759026.0,1719364.0,104622.0
4774,5.28,5.28,5.28,2069.0,2069.0,2069.0
4775,6.27,6.27,6.27,4787.0,4787.0,4787.0
4782,6.904999999999999,7.13,6.68,2951.0,4475.0,1427.0
4789,7.578571428571429,8.93,5.51,637679.3333333334,2942216.0,28067.0
4790,7.546666666666667,8.23,6.64,88322.66666666667,203750.0,1933.0
4793,7.32,7.32,7.32,32849.0,32849.0,32849.0
4799,6.43,6.51,6.35,8761.0,10727.0,6795.0
4801,6.87,7.41,6.33,338710.0,666459.0,10961.0
4802,5.7,5.7,5.7,4010.0,4010.0,4010.0
4803,6.07,6.07,6.07,4074.0,4074.0,4074.0
4807,6.865,7.0,6.73,3586.5,4127.0,3046.0
4808,7.014,8.49,6.45,454378.6,2247855.0,2331.0
4810,6.906666666666666,7.96,5.88,233529.0,1241261.0,2607.0
4811,8.19,8.19,8.19,520541.0,520541.0,520541.0
4813,5.36,5.36,5.36,2895.5,3565.0,2226.0
4814,7.102857142857142,7.8,6.44,112618.14285714286,227153.0,46848.0
4816,6.27,6.27,6.27,7439.0,7439.0,7439.0
4820,6.41,6.41,6.41,3058.0,3058.0,3058.0
4821,6.08,6.08,6.08,4122.0,4122.0,4122.0
4825,5.61,5.61,5.61,3602.0,3602.0,3602.0
4835,7.846666666666667,8.59,7.28,343710.0,637951.0,110083.0
4840,5.09,5.09,5.09,10126.0,10126.0,10126.0
4851,5.97,5.97,5.97,23562.0,23562.0,23562.0
4852,5.54,5.54,5.54,3088.0,3088.0,3088.0
4853,5.633333333333333,6.99,3.81,24306.666666666668,63709.0,4193.0
4854,6.776000000000001,7.76,5.5,83987.0,200349.0,1959.0
4855,7.76,7.76,7.76,200349.0,200349.0,200349.0
4866,5.16,5.16,5.16,23073.0,23073.0,23073.0
4872,8.7,8.93,8.47,1044468.5,1129214.0,959723.0
4876,7.239999999999999,7.78,6.29,167339.33333333334,230420.0,72784.0
4879,7.497,8.89,6.28,446759.7,4170767.0,13186.0
4884,7.247,8.01,6.12,316412.73333333334,1816496.0,18586.0
4890,5.9075,6.04,5.75,3820.25,7403.0,297.0
4896,7.485833333333333,9.1,5.81,702853.375,4170767.0,9679.0
4898,7.472086330935251,9.1,3.33,621244.582733813,4170767.0,9679.0
4901,7.00625,8.34,5.21,232813.625,993424.0,8999.0
4903,7.348181818181818,8.23,5.86,332452.45454545453,1105066.0,12819.0
4905,6.656666666666666,7.74,5.83,152088.0,432824.0,4291.0
4907,6.09,6.17,6.05,565.0,753.0,342.0
4908,7.831999999999999,8.32,6.92,449742.0,1464558.0,100084.0
4918,8.08,8.08,8.08,64795.0,64795.0,64795.0
4921,8.18,8.49,7.87,785148.5,843305.0,726992.0
4923,5.6,5.6,5.6,3144.0,3144.0,3144.0
4926,,,,544.0,544.0,544.0
4927,5.64,5.64,5.64,8329.0,8329.0,8329.0
4928,6.89,6.89,6.89,7174.0,7174.0,7174.0
4933,7.47,7.85,7.07,41493.666666666664,65771.0,22621.0
4934,6.5,8.36,4.59,673755.3333333334,1962199.0,674.0
4935,6.53,6.53,6.53,13273.0,13273.0,13273.0
4936,7.3225,7.88,6.6,26442.5,70075.0,4883.0
4938,7.547999999999999,8.02,6.72,195057.4,392189.0,66526.0
4939,5.44,5.44,5.44,28120.0,28120.0,28120.0
4941,6.14,6.14,6.14,2385.0,2385.0,2385.0
4943,6.626666666666666,6.88,6.31,12972.0,16678.0,6604.0
4962,6.515000000000001,6.7,6.33,28503.5,46046.0,10961.0
4966,4.640000000000001,4.69,4.59,918.0,1272.0,564.0
4970,7.192,8.52,5.75,530905.2,1318273.0,72482.0
4975,7.215454545454546,9.07,4.08,682638.7878787878,4170767.0,3159.0
4981,7.629316239316239,9.03,5.32,628842.905982906,4230312.0,2637.0
4983,7.78375,8.64,6.15,997309.5,4170767.0,76186.0
4985,7.541666666666667,8.6,6.68,166215.0,288674.0,53518.0
4999,7.080238095238095,8.93,5.91,374083.04761904763,2020793.0,2261.0
5002,6.1,6.1,6.1,1219.0,1219.0,1219.0
5005,7.346206896551724,8.93,5.52,384559.4482758621,3430848.0,1456.0
5013,7.72,7.72,7.72,32385.0,32385.0,32385.0
5014,8.36,8.36,8.36,404247.0,404247.0,404247.0
5016,6.258333333333333,8.13,5.16,22887.0,79987.0,2506.0
5017,7.83,7.83,7.83,216432.0,216432.0,216432.0
5020,6.376363636363636,8.38,5.18,349648.36363636365,1372633.0,6828.0
5023,6.73,6.73,6.73,2873.0,2873.0,2873.0
5025,6.1414285714285715,7.37,4.61,237042.7142857143,1128691.0,5324.0
5027,6.5,6.5,6.5,38429.0,38429.0,38429.0
5028,8.164285714285715,8.55,7.82,183704.7142857143,328710.0,41619.0
5030,7.277826086956521,8.93,5.78,338684.95652173914,1464558.0,10145.0
5031,6.22,6.73,5.58,5421.666666666667,7152.0,4509.0
5032,8.123333333333333,8.64,7.51,859212.3333333334,1719364.0,46238.0
5034,6.934444444444444,7.73,6.04,263336.0,709008.0,13028.0
5037,7.79,7.79,7.79,346654.0,346654.0,346654.0
5039,7.285813953488373,8.69,3.82,474544.74418604653,4170767.0,3581.0
5040,8.053695652173912,9.03,6.86,778027.6304347826,4170767.0,13929.0
5041,7.546,9.02,6.17,305463.16,1713019.0,11500.0
5042,6.521538461538461,8.04,4.75,306662.6923076923,810361.0,11814.0
5052,6.7225,6.81,6.68,9549.0,17284.0,6017.0
5053,7.021666666666666,8.27,5.3,281152.8333333333,928332.0,4731.0
5054,6.7620000000000005,7.36,5.54,16757.2,24807.0,11354.0
5060,7.10578125,9.07,4.91,318133.421875,2737090.0,2676.0
5071,7.98,7.98,7.98,1111831.0,1111831.0,1111831.0
5074,7.83,9.07,6.53,686216.9375,2737090.0,18735.0
5075,7.0760000000000005,7.83,6.03,15291.8,44522.0,1362.0
5079,7.344,8.71,6.1,670503.2285714286,2401830.0,30742.0
5080,7.1433333333333335,7.88,6.42,314329.5,855507.0,12078.0
5081,7.559709302325581,9.07,5.01,674281.6627906977,4170767.0,539.0
5082,6.6775,7.5,6.14,108076.5,420034.0,1518.0
5084,7.509,8.25,5.66,284467.8,1135281.0,861.0
5085,6.871666666666667,7.25,6.19,43647.833333333336,101992.0,26782.0
5089,6.17,6.17,6.17,2483.0,2483.0,2483.0
5090,5.92,5.92,5.92,11774.0,11774.0,11774.0
5091,8.145,8.28,8.01,1776480.5,3035328.0,517633.0
5097,6.783333333333334,7.41,6.26,15322.0,20308.0,5921.0
5107,8.26,8.26,8.26,524300.0,524300.0,524300.0
5108,4.82,4.82,4.82,13328.0,13328.0,13328.0
5112,6.999722222222222,8.29,4.73,401096.05555555556,2100581.0,5418.0
5114,7.809941520467836,9.29,5.52,886195.5204678363,4230312.0,5925.0
5116,8.22,8.22,8.22,157312.0,157312.0,157312.0
5118,7.218333333333334,8.23,5.44,252893.375,2164124.0,6244.0
5129,7.51,7.51,7.51,54921.0,54921.0,54921.0
5132,6.68,7.48,5.9,47294.8,116481.0,8040.0
5133,7.355,7.68,7.03,28968.5,42168.0,15769.0
5141,7.283499999999999,8.5,5.8,153468.55,1105066.0,8196.0
5150,7.3176,8.23,6.26,376577.6,1469077.0,10385.0
5151,7.92,7.92,7.92,111572.0,111572.0,111572.0
5153,7.0475,7.65,5.87,69484.25,172673.0,2232.0
5154,6.26,6.26,6.26,5921.0,5921.0,5921.0
5155,7.4037500000000005,8.55,5.51,197243.125,697724.0,6310.0
5158,5.75,6.69,4.66,10621.75,26018.0,1443.0
5162,7.75,7.75,7.75,683207.0,683207.0,683207.0
5164,6.76,6.76,6.76,7685.0,7685.0,7685.0
5168,6.924000000000001,8.41,5.82,123074.2,357587.0,380.0
5172,7.21,7.21,7.21,17254.0,17254.0,17254.0
5177,7.50811320754717,9.07,5.51,693388.3396226416,4170767.0,15523.0
5178,7.466666666666666,8.89,4.41,602154.0,1793398.0,4476.0
5189,6.59,6.59,6.59,1630.0,1630.0,1630.0
5191,6.84,6.84,6.84,24134.0,24134.0,24134.0
5194,6.97,7.51,6.51,22388.25,52465.0,6795.0
5201,5.795,6.58,5.01,2864.0,5104.0,624.0
5204,7.27,7.27,7.27,985734.0,985734.0,985734.0
5205,7.325714285714286,8.32,6.77,612693.8571428572,1750083.0,77473.0
5207,5.25,5.67,4.83,1829.0,2845.0,813.0
5208,5.64,5.64,5.64,7987.0,7987.0,7987.0
5209,6.636,7.26,6.06,18338.4,59416.0,6646.0
5211,6.728,7.36,6.14,28696.4,69271.0,7892.0
5212,6.375,6.66,6.09,7555.5,13122.0,3970.0
5213,5.53,5.53,5.53,5116.0,5116.0,5116.0
5214,6.831999999999999,7.47,5.87,39140.6,122667.0,10139.0
5216,7.845,7.92,7.77,294178.5,315644.0,272713.0
5220,7.556315789473683,8.71,6.47,471496.05263157893,2401830.0,28376.0
5223,7.4,7.4,7.4,21867.0,21867.0,21867.0
5226,7.635555555555555,9.02,5.77,594570.1666666666,4170767.0,3954.0
5231,7.466896551724138,8.64,5.82,511504.5333333333,3212739.0,433.0
5232,6.775,6.99,6.56,59423.0,115573.0,3273.0
5235,6.72,7.33,6.39,30732.666666666668,83888.0,3909.0
5251,7.339583333333334,8.78,5.54,680489.9166666666,3430848.0,584.0
5258,7.768888888888889,8.55,7.19,229528.0,519901.0,5945.0
5259,7.08,8.34,5.99,338897.4,1504797.0,4489.0
5260,6.75,6.75,6.75,6717.0,6717.0,6717.0
5262,7.4879999999999995,8.18,6.67,230722.8,560234.0,11969.0
5267,7.14,8.56,5.72,1066300.0,4230312.0,2224.0
5270,7.05,7.9,6.49,6960.333333333333,11606.0,1590.0
5273,7.75,8.13,7.37,24248.5,43907.0,4590.0
5274,6.76,7.88,5.64,39202.0,70075.0,8329.0
5276,6.794,7.7,6.01,29888.0,70705.0,1339.0
5277,6.954999999999999,7.4,6.1,469259.4166666667,2100581.0,104694.0
5279,7.65,7.65,7.65,38397.0,38397.0,38397.0
5281,6.28,6.61,5.95,6809.5,9178.0,4441.0
5291,7.1875,8.44,5.81,308042.5,1204310.0,2563.0
5293,5.7115,6.84,4.54,5913.45,24134.0,1129.0
5299,5.023333333333333,5.18,4.94,4301.666666666667,10347.0,1175.0
5300,7.867999999999999,8.77,7.03,529059.8666666667,1977969.0,17124.0
5304,5.05,5.05,5.05,1569.0,1569.0,1569.0
5306,7.493333333333333,8.42,6.58,1851098.0,3323322.0,14195.0
5307,7.175,8.91,5.59,356132.1666666667,1900357.0,4211.0
5310,7.536666666666666,8.17,7.04,150821.33333333334,188204.0,126128.0
5315,7.037999999999999,7.55,6.22,25394.4,63770.0,4848.0
5316,6.46,6.75,5.97,10964.333333333334,18843.0,4697.0
5321,6.63,6.63,6.63,6417.0,6417.0,6417.0
5322,6.326666666666667,6.9,5.93,38173.333333333336,76186.0,2170.0
5324,5.68,5.68,5.68,2915.0,2915.0,2915.0
5330,4.75,4.91,4.59,2627.0,2728.0,2526.0
5332,7.72,7.72,7.72,26010.0,26010.0,26010.0
5337,6.905,7.65,6.33,71323.75,207989.0,10961.0
5341,7.675,8.91,6.7,546288.0,1900357.0,73124.0
5342,7.257096774193548,8.64,6.04,421064.70967741933,1719364.0,15475.0
5343,7.5325,7.84,7.14,123273.5,360695.0,10437.0
5347,6.64,6.64,6.64,5721.0,5721.0,5721.0
5353,8.06,8.06,8.06,38724.0,38724.0,38724.0
5355,7.3409523809523805,8.93,6.0,497560.8333333333,2668197.0,5910.0
5356,7.575434782608695,9.1,6.09,540247.4782608695,3576199.0,7760.0
5365,7.262499999999999,8.93,5.07,264752.1081081081,2581334.0,251.0
5369,6.36,6.36,6.36,12475.0,12475.0,12475.0
5372,5.25,5.25,5.25,3145.0,3145.0,3145.0
5386,6.342499999999999,7.35,5.35,36574.0,131933.0,1553.0
5391,5.82,5.82,5.82,13709.0,13709.0,13709.0
5395,7.14,7.14,7.14,4542.0,4542.0,4542.0
5400,5.12,5.12,5.12,1350.0,1350.0,1350.0
5420,7.851454545454545,8.86,6.89,383876.89090909093,2668197.0,2488.0
5421,6.29,6.29,6.29,72784.0,72784.0,72784.0
5424,6.84,6.91,6.77,10811.0,12667.0,8955.0
5427,6.705,6.83,6.58,15062.0,22684.0,7440.0
5440,6.84,7.03,6.65,2965.5,3880.0,2051.0
5447,5.685,6.25,4.54,7092.5,13236.0,4530.0
5454,7.16,8.38,5.71,410061.5,1372633.0,3843.0
5455,6.49,6.49,6.49,7209.0,7209.0,7209.0
5460,8.18,8.18,8.18,46045.0,46045.0,46045.0
5462,6.37,6.37,6.37,5937.0,5937.0,5937.0
5464,6.5325,7.13,5.44,10099.5,18087.0,2012.0
5469,7.803333333333332,8.53,6.88,279671.0,740319.0,30952.0
5476,3.87,3.87,3.87,1980.0,1980.0,1980.0
5485,7.331,8.64,6.13,328900.8,1962199.0,5284.0
5494,7.829999999999999,8.29,7.42,51001.333333333336,92527.0,23485.0
5496,7.715,7.96,7.47,515211.0,890452.0,139970.0
5501,6.35,6.35,6.35,11135.0,11135.0,11135.0
5504,7.324,8.21,6.68,378595.1,857830.0,22480.0
5505,7.148000000000001,8.71,5.85,524027.4,2401830.0,22353.0
5507,7.463023255813954,9.02,5.63,375132.18604651163,2401830.0,24724.0
5520,7.3,7.3,7.3,21573.0,21573.0,21573.0
5522,6.35,6.35,6.35,6452.0,6452.0,6452.0
5525,7.4203773584905655,9.1,6.31,720803.320754717,4230312.0,11740.0
5526,7.505000000000001,7.69,7.32,24743.0,32849.0,16637.0
5530,7.396886792452831,9.1,5.61,586977.820754717,4170767.0,1374.0
5534,6.56,6.56,6.56,1100.0,1100.0,1100.0
5535,7.265,8.36,6.17,203098.0,404247.0,1949.0
5538,7.59,8.28,7.17,246164.0,721069.0,13541.0
5540,6.53,6.53,6.53,80225.0,80225.0,80225.0
5547,4.71,4.71,4.71,941.0,941.0,941.0
5548,4.89,4.89,4.89,984.0,984.0,984.0
5549,7.03,7.03,7.03,12838.0,12838.0,12838.0
5561,4.78,4.78,4.78,1862.0,1862.0,1862.0
5569,3.657142857142857,6.97,1.89,39157.57142857143,99672.0,2068.0
5570,6.63,6.63,6.63,7469.0,7469.0,7469.0
5576,6.59,6.59,6.59,69271.0,69271.0,69271.0
5581,7.5,7.5,7.5,77084.0,77084.0,77084.0
5583,7.14,8.04,6.66,319327.0,875726.0,11479.0
5585,5.54,5.54,5.54,2751.0,2751.0,2751.0
5593,7.395263157894736,8.35,6.21,568065.7368421053,1723784.0,27763.0
5597,7.7504347826086954,9.07,6.65,472619.17391304346,2737090.0,13579.0
5603,6.6850000000000005,6.74,6.63,6124.0,6417.0,5831.0
5609,5.36,5.36,5.36,3129.0,3129.0,3129.0
5618,7.715,8.03,7.4,917376.0,1812885.0,21867.0
5622,5.91,6.51,5.32,6498.0,10296.0,2626.0
5630,7.607368421052631,9.07,6.02,681700.8552631579,4170767.0,3535.0
5631,5.74,5.89,5.59,2739.5,3792.0,1687.0
5632,5.6875,7.77,4.55,44863.0,138577.0,2221.0
5643,6.47,6.85,6.09,22772.5,37712.0,7833.0
5645,6.72,6.72,6.72,9423.0,9423.0,9423.0
5648,6.633333333333333,8.04,5.0,180674.33333333334,443976.0,3716.0
5651,6.2725,6.66,5.85,7985.5,10981.0,3618.0
5661,5.1,5.1,5.1,1746.0,1746.0,1746.0
5662,5.946666666666666,6.83,5.36,3676.6666666666665,7391.0,973.0
5670,7.690833333333334,8.47,6.92,347419.0833333333,1105066.0,30342.0
5671,7.212999999999999,8.18,5.8,221451.3,2164124.0,1479.0
5673,7.88,8.26,7.5,300692.0,524300.0,77084.0
5675,7.5905555555555555,8.64,6.49,515025.0,1812885.0,9951.0
5678,7.598285714285714,8.93,6.38,422018.8,2273787.0,8600.0
5680,7.348307692307693,8.74,5.72,330553.71794871794,2359308.0,6455.0
5681,7.568333333333333,8.83,6.29,417023.4,3232300.0,8297.0
5682,7.58445945945946,9.07,5.76,695637.3783783783,4170767.0,8085.0
5684,7.40125,8.38,6.67,284103.5,1372633.0,14484.0
5686,6.75,6.75,6.75,12730.0,12730.0,12730.0
5688,6.875,8.3,5.34,150904.25,576448.0,434.0
5689,8.27,8.27,8.27,1573420.0,1573420.0,1573420.0
5690,7.146666666666667,7.4,6.78,83434.66666666667,116612.0,32739.0
5702,7.304,8.05,6.38,182764.13333333333,1223594.0,12807.0
5717,7.54,8.07,7.01,243684.5,282431.0,204938.0
5719,7.2125,7.61,6.89,153344.25,264751.0,49953.0
5725,7.013181818181818,7.78,6.33,118096.90909090909,420034.0,5344.0
5734,6.9772,8.3,6.03,231174.36,857830.0,30695.0
5743,6.352,6.66,6.15,7572.0,9544.0,5123.0
5760,7.428,8.6,6.56,192916.5,735877.0,3273.0
5762,6.339999999999999,7.21,5.68,34669.57142857143,134530.0,6807.0
5763,7.234999999999999,7.54,6.93,18390.0,31661.0,5119.0
5764,6.59,6.59,6.59,95892.0,95892.0,95892.0
5772,6.7,6.78,6.62,181131.5,319308.0,42955.0
5774,6.79,7.44,5.98,109597.57142857143,264751.0,31338.0
