mal_id,mean_score_reco,max_score_reco,min_score_reco,mean_members_reco,max_members_reco,min_members_reco,watching_mean,watching_max,watching_min,completed_mean,completed_max,completed_min,on_hold_mean,on_hold_max,on_hold_min,dropped_mean,dropped_max,dropped_min,plan_to_watch_mean,plan_to_watch_max,plan_to_watch_min,total_mean,total_max,total_min
1,7.65660606060606,9.29,3.75,527752.9151515152,4230312.0,465.0,44315.375757575755,1838015.0,17.0,336582.8606060606,3716436.0,14.0,17985.163636363635,308583.0,6.0,15260.169696969697,206070.0,21.0,113652.84242424242,687110.0,139.0,527796.4121212121,4230824.0,465.0
5,7.325,7.93,5.93,121706.5,287182.0,10881.0,3033.2,5932.0,416.0,76073.3,196913.0,4359.0,1610.9,5634.0,178.0,1280.5,6465.0,144.0,39716.7,82728.0,4934.0,121714.6,287212.0,10883.0
6,7.702833333333333,9.29,6.07,637135.6833333333,4230312.0,4650.0,64654.833333333336,1838015.0,306.0,394036.95,3716436.0,14.0,26325.65,308583.0,211.0,21059.841666666667,220647.0,259.0,131122.10833333334,529859.0,1845.0,637199.3833333333,4230824.0,4650.0
7,7.450952380952381,8.42,6.17,437036.61904761905,2984661.0,29228.0,24260.190476190477,116084.0,1628.0,264089.35714285716,2525762.0,7061.0,14781.047619047618,75059.0,960.0,14457.02380952381,62827.0,753.0,119487.33333333333,484134.0,7347.0,437074.95238095237,2984930.0,29229.0
8,7.578,8.43,6.45,474990.2,1620668.0,23838.0,29179.9,88145.0,1059.0,337129.7,1318795.0,12981.0,18621.4,77045.0,1081.0,18189.3,62773.0,1187.0,71914.3,185156.0,7302.0,475034.6,1620858.0,23840.0
15,7.810625,8.78,6.62,364161.34375,2581334.0,4342.0,75684.46875,1838015.0,221.0,194781.25,1645597.0,14.0,19479.34375,308583.0,149.0,15983.6875,206070.0,256.0,58263.34375,235182.0,1025.0,364192.09375,2581610.0,4342.0
16,7.761827956989247,8.93,5.1,484467.51612903224,2525565.0,1773.0,27610.032258064515,213772.0,82.0,295849.34408602153,2172455.0,882.0,15744.827956989247,128020.0,29.0,14557.956989247312,71838.0,84.0,130740.3870967742,403435.0,696.0,484502.5483870968,2525909.0,1773.0
17,7.962105263157895,8.78,7.15,425004.5263157895,2581334.0,15681.0,117660.31578947368,1838015.0,793.0,188602.73684210525,970151.0,14.0,27668.736842105263,308583.0,583.0,19820.947368421053,206070.0,764.0,71283.15789473684,251013.0,4252.0,425035.8947368421,2581610.0,15682.0
18,7.763333333333333,8.29,7.49,169366.66666666666,412705.0,46238.0,6516.0,9770.0,4189.0,101895.0,272012.0,12032.0,2932.6666666666665,3151.0,2773.0,2403.6666666666665,2949.0,1321.0,55623.666666666664,126829.0,16108.0,169371.0,412705.0,46247.0
19,7.716842105263157,9.1,4.67,640017.1578947369,4170767.0,3624.0,39529.68421052631,375910.0,122.0,416714.1278195489,3474406.0,2.0,19708.714285714286,148406.0,49.0,17407.30827067669,126242.0,83.0,146706.4812030075,687110.0,1405.0,640066.3157894737,4171073.0,3624.0
20,7.571111111111112,9.1,5.67,802554.7857142857,4230312.0,1146.0,77602.46825396825,1838015.0,67.0,541032.4523809524,3716436.0,1.0,30690.70634920635,308583.0,26.0,31779.61111111111,237819.0,78.0,121517.44444444444,529859.0,428.0,802622.6825396825,4230824.0,1146.0
21,7.78006993006993,9.1,5.43,860737.1048951049,4230312.0,859.0,65820.98601398601,507711.0,61.0,602413.9370629371,3716436.0,2.0,30317.601398601397,195339.0,35.0,31065.86013986014,220647.0,139.0,131189.6783216783,529859.0,381.0,860808.0629370629,4230824.0,860.0
22,7.7097435897435895,8.78,6.44,350966.8461538461,2115206.0,4342.0,21497.666666666668,131865.0,292.0,245317.5128205128,1645597.0,1703.0,12000.589743589744,54600.0,149.0,12001.102564102564,53199.0,256.0,60176.51282051282,235182.0,1504.0,350993.3846153846,2115438.0,4342.0
23,7.8933333333333335,8.34,7.58,126914.0,200349.0,74019.0,9202.333333333334,14089.0,4141.0,68717.0,126860.0,29582.0,6412.333333333333,10304.0,3224.0,5329.333333333333,10192.0,2130.0,37266.333333333336,58061.0,14815.0,126927.33333333333,200368.0,74019.0
24,7.502242990654206,9.02,5.51,491358.4859813084,2318129.0,6443.0,32712.40186915888,366847.0,388.0,310267.4205607477,1776440.0,2210.0,19211.07476635514,195339.0,146.0,19748.252336448597,220647.0,150.0,109460.08411214953,377913.0,2944.0,491399.2336448598,2318129.0,6446.0
25,7.586551724137931,8.75,6.37,422945.6896551724,1999997.0,7086.0,27147.44827586207,185361.0,376.0,251736.10344827586,1160466.0,3186.0,17361.03448275862,113625.0,266.0,13391.0,60385.0,291.0,113357.58620689655,493291.0,2893.0,422993.1724137931,2000255.0,7086.0
26,7.6628169014084495,9.1,5.8,638614.7746478873,4170767.0,9719.0,41288.01408450704,278645.0,459.0,400784.88732394367,3474406.0,3181.0,21727.718309859156,118574.0,161.0,17859.802816901407,126242.0,138.0,157013.52112676058,687110.0,4015.0,638673.9436619718,4171073.0,9721.0
27,7.461578947368421,8.75,6.31,661564.0263157894,3430848.0,17836.0,43322.31578947369,366847.0,842.0,439286.0,2998253.0,6823.0,25786.657894736843,195339.0,283.0,25354.263157894737,220647.0,380.0,127873.44736842105,493291.0,6205.0,661622.6842105263,3431091.0,17838.0
28,7.536285714285714,9.03,5.66,483932.4857142857,3080867.0,2914.0,87217.11428571428,1838015.0,243.0,260619.74285714285,2109985.0,14.0,27242.02857142857,308583.0,135.0,20445.057142857142,206070.0,230.0,88434.68571428572,380019.0,1474.0,483958.6285714286,3081045.0,2915.0
29,7.890000000000001,9.07,6.28,806001.7727272727,4170767.0,3046.0,127505.36363636363,1838015.0,127.0,468324.2272727273,3474406.0,14.0,35767.318181818184,308583.0,72.0,28481.31818181818,206070.0,106.0,145987.27272727274,687110.0,1475.0,806065.5,4171073.0,3046.0
30,7.420100334448161,9.29,1.89,509125.73,4230312.0,164.0,31927.18,449814.0,12.0,342002.9033333333,3716436.0,0.0,14357.186666666666,148406.0,6.0,14764.263333333334,161416.0,49.0,106122.85,687110.0,48.0,509174.38333333336,4230824.0,164.0
31,7.09,8.17,6.01,96808.0,188204.0,5412.0,2004.0,3879.0,129.0,69835.0,136493.0,3177.0,838.0,1610.0,66.0,590.0,1050.0,130.0,23548.5,45188.0,1909.0,96815.5,188220.0,5411.0
32,7.765438596491228,8.86,2.01,568104.6842105263,4230312.0,12021.0,27667.80701754386,212458.0,216.0,404134.08771929826,3716436.0,6351.0,13118.350877192983,114486.0,56.0,11467.807017543859,126242.0,180.0,111767.01754385965,493291.0,1854.0,568155.0701754387,4230824.0,12022.0
33,7.574159292035398,9.1,5.2,631012.3451327434,4230312.0,4007.0,41948.85840707965,375910.0,224.0,420523.9734513274,3716436.0,1719.0,20145.814159292036,195339.0,114.0,19244.327433628318,220647.0,124.0,129213.77876106194,529859.0,1826.0,631076.7522123894,4230824.0,4007.0
43,7.16641975308642,8.75,2.23,325553.56790123455,4170767.0,1072.0,18599.41975308642,207729.0,121.0,202760.7037037037,3474406.0,191.0,10093.172839506173,114486.0,41.0,8486.666666666666,126242.0,115.0,85647.38271604938,493291.0,532.0,325587.34567901236,4171073.0,1073.0
44,7.692749999999999,9.1,5.54,624261.45,3576199.0,3140.0,41579.875,278645.0,111.0,394803.325,2586001.0,1704.0,22035.375,118574.0,64.0,14305.525,63535.0,76.0,151592.2,529859.0,1087.0,624316.3,3576614.0,3144.0
45,7.629305555555555,9.1,4.55,593109.3194444445,3576199.0,2385.0,73694.18055555556,1838015.0,29.0,351549.77777777775,2586001.0,14.0,28502.722222222223,308583.0,11.0,23121.305555555555,220647.0,67.0,116291.625,529859.0,244.0,593159.6111111111,3576614.0,2385.0
46,5.67,6.61,4.73,6806.5,8195.0,5418.0,237.5,296.0,179.0,3337.0,3379.0,3295.0,98.5,122.0,75.0,151.0,158.0,144.0,2984.0,4325.0,1643.0,6808.0,8196.0,5420.0
47,7.269292929292929,8.77,3.48,451462.38383838383,4230312.0,330.0,24560.88888888889,212458.0,20.0,299834.30303030304,3716436.0,222.0,12330.777777777777,113625.0,1.0,11533.333333333334,98525.0,27.0,103245.52525252526,493291.0,60.0,451504.82828282827,4230824.0,330.0
48,7.414615384615385,9.1,5.85,650183.2564102564,3576199.0,17759.0,37699.61538461538,278645.0,841.0,429341.0512820513,2766326.0,5060.0,21421.846153846152,118574.0,449.0,21131.0,133168.0,422.0,140651.20512820513,529859.0,5779.0,650244.717948718,3576614.0,17761.0
49,7.45375,8.69,6.53,588411.25,2096852.0,17702.0,32413.125,137576.0,401.0,420001.75,1702146.0,12504.0,14623.5,62898.0,233.0,16127.625,57786.0,164.0,105251.5,432621.0,4404.0,588417.5,2096852.0,17706.0
50,7.220892857142857,8.47,5.76,279828.10714285716,2096852.0,2971.0,15072.375,94113.0,135.0,181052.42857142858,1702146.0,1515.0,8417.892857142857,38628.0,66.0,10292.892857142857,49139.0,101.0,65010.75,260863.0,1154.0,279846.33928571426,2096852.0,2971.0
51,6.858055555555556,8.09,5.16,314913.1666666667,1723784.0,3700.0,19916.916666666668,135797.0,226.0,188771.58333333334,1141339.0,1104.0,12642.027777777777,106216.0,119.0,14390.388888888889,93150.0,142.0,79208.0,404281.0,2041.0,314928.9166666667,1723875.0,3701.0
52,7.27829268292683,8.46,5.95,219190.24390243902,1296899.0,4590.0,14137.853658536585,82800.0,266.0,146655.51219512196,1109789.0,2025.0,9563.951219512195,60939.0,183.0,10242.90243902439,62303.0,262.0,38607.04878048781,191252.0,1855.0,219207.26829268291,1296973.0,4591.0
53,7.264418604651163,8.2,6.3,327697.20930232556,1528892.0,27924.0,17254.06976744186,69853.0,1181.0,210182.02325581395,1144625.0,14254.0,10408.60465116279,49280.0,692.0,12369.976744186046,50181.0,588.0,77505.51162790698,368000.0,9878.0,327720.18604651163,1528815.0,27926.0
54,7.093076923076922,8.33,5.99,251861.84615384616,1717695.0,2356.0,15253.153846153846,116084.0,89.0,145060.61538461538,986196.0,1065.0,8203.23076923077,75059.0,49.0,6667.7692307692305,56305.0,99.0,76694.38461538461,484134.0,1054.0,251879.15384615384,1717778.0,2356.0
55,6.965,8.11,6.15,250713.875,1532453.0,7597.0,12669.75,74969.0,419.0,173076.625,1150690.0,3594.0,9527.25,54515.0,399.0,10849.0,53199.0,487.0,44611.5,199180.0,2701.0,250734.125,1532553.0,7600.0
56,7.025833333333334,7.9,5.27,168534.33333333334,709008.0,10287.0,9108.25,45826.0,397.0,82911.66666666667,416177.0,5235.0,7493.583333333333,35236.0,259.0,7289.916666666667,26016.0,513.0,61750.25,302791.0,3886.0,168553.66666666666,709071.0,10290.0
57,7.763692307692308,8.78,6.04,394088.6307692308,2359308.0,5367.0,24176.092307692306,131865.0,176.0,239242.5846153846,1723996.0,2358.0,13518.215384615385,80424.0,67.0,12477.015384615384,62693.0,113.0,104714.01538461538,404281.0,2654.0,394127.92307692306,2359308.0,5368.0
58,7.21304347826087,8.91,5.34,370797.95652173914,4230312.0,5921.0,20583.391304347828,212458.0,183.0,254077.84782608695,3716436.0,2412.0,10521.217391304348,113625.0,83.0,9212.369565217392,64635.0,104.0,76447.80434782608,493291.0,1720.0,370842.6304347826,4230824.0,5922.0
59,7.153068181818182,8.42,5.46,297277.0681818182,1586312.0,3008.0,15254.65909090909,75987.0,63.0,185633.06818181818,1141339.0,1999.0,8937.125,49280.0,25.0,10555.352272727272,54684.0,82.0,76918.31818181818,368000.0,710.0,297298.5227272727,1586312.0,3009.0
60,7.479322033898304,9.1,6.29,682710.0677966102,4170767.0,7480.0,38916.83050847457,278645.0,362.0,474290.2033898305,3474406.0,3290.0,22937.42372881356,118574.0,298.0,23555.661016949154,126242.0,422.0,123055.18644067796,529859.0,3054.0,682755.3050847457,4171073.0,7484.0
61,7.386818181818182,8.28,5.97,353302.61363636365,3035328.0,11799.0,29830.159090909092,366847.0,449.0,223883.43181818182,2473121.0,2.0,18141.31818181818,195339.0,171.0,19541.31818181818,220647.0,202.0,61938.25,338736.0,4999.0,353334.4772727273,3035526.0,11804.0
62,6.952258064516129,8.93,5.51,312328.4516129032,1480574.0,16850.0,13153.806451612903,69853.0,748.0,203483.96774193548,943260.0,8083.0,7928.774193548387,49280.0,413.0,11163.677419354839,50181.0,594.0,76614.03225806452,368000.0,6677.0,312344.2580645161,1480574.0,16852.0
63,6.989393939393939,8.05,5.6,308118.3939393939,1586312.0,10507.0,14339.878787878788,66360.0,650.0,201980.63636363635,1141339.0,4807.0,8904.727272727272,36809.0,387.0,12561.424242424242,54684.0,777.0,70353.48484848485,299619.0,3887.0,308140.1515151515,1586312.0,10508.0
64,7.216792452830189,8.38,6.03,417505.7358490566,2100581.0,8111.0,20763.849056603773,93563.0,571.0,271466.03773584904,1551394.0,1870.0,13062.584905660377,54815.0,460.0,15973.566037735849,80906.0,575.0,96263.24528301887,322664.0,4172.0,417529.28301886795,2100728.0,8112.0
65,7.244285714285715,8.13,6.66,666068.7142857143,1878751.0,56606.0,29374.14285714286,93812.0,4700.0,469206.71428571426,1315826.0,21231.0,16384.0,52533.0,2295.0,19364.714285714286,43768.0,4974.0,131810.7142857143,373095.0,20573.0,666140.2857142857,1879034.0,56610.0
66,7.369905660377359,8.93,5.72,308217.0,2318129.0,5508.0,20300.716981132075,213772.0,283.0,186996.1037735849,1776440.0,6.0,12058.132075471698,128020.0,184.0,11930.311320754718,93150.0,170.0,76956.22641509434,377913.0,1155.0,308241.4905660377,2318129.0,5510.0
67,7.382127659574468,8.71,6.06,506146.6382978723,3035328.0,3446.0,34366.34042553192,366847.0,192.0,336291.42553191487,2473121.0,1490.0,17741.702127659573,195339.0,121.0,20284.76595744681,220647.0,154.0,97504.4255319149,372867.0,1489.0,506188.6595744681,3035526.0,3446.0
68,7.496507936507936,8.75,6.03,661860.7936507936,4170767.0,17475.0,41570.69841269841,366847.0,847.0,432986.44444444444,3474406.0,6716.0,25065.95238095238,195339.0,567.0,26015.015873015873,220647.0,389.0,136275.33333333334,493291.0,5028.0,661913.4444444445,4171073.0,17477.0
69,7.2780000000000005,7.55,6.99,185642.8,456340.0,44643.0,8867.0,17657.0,2441.0,108174.0,279554.0,18078.0,6193.0,10532.0,2662.0,8557.6,15037.0,3190.0,53855.6,135101.0,18272.0,185647.2,456323.0,44643.0
71,7.551208791208791,9.1,6.04,526752.4835164836,3576199.0,10793.0,31493.197802197803,278645.0,621.0,353868.52747252746,2586001.0,4081.0,16932.648351648353,118574.0,428.0,16465.98901098901,73969.0,375.0,108034.57142857143,529859.0,4881.0,526794.934065934,3576614.0,10796.0
72,7.5154,8.93,5.73,492305.58,2164124.0,5751.0,29905.02,213772.0,305.0,321872.68,1702146.0,2458.0,18031.36,128020.0,123.0,16802.34,58378.0,168.0,105726.1,377913.0,2697.0,492337.5,2164346.0,5751.0
73,7.871538461538462,8.71,7.15,543524.6153846154,2401830.0,91578.0,24990.53846153846,119738.0,3880.0,364907.8461538461,1795033.0,63269.0,14982.538461538461,65447.0,1537.0,12379.153846153846,48745.0,966.0,126296.15384615384,372867.0,17151.0,543556.2307692308,2401830.0,91582.0
74,7.358591549295775,8.44,6.02,375980.4366197183,3212739.0,5173.0,22768.605633802817,239111.0,293.0,246888.7605633803,2812949.0,2325.0,12605.38028169014,84925.0,146.0,13854.154929577464,98525.0,150.0,79883.8309859155,361839.0,2053.0,376000.7323943662,3212928.0,5173.0
75,7.2537931034482765,8.56,5.27,340300.4827586207,1962199.0,10287.0,17130.758620689656,125035.0,397.0,231036.24137931035,1404554.0,5235.0,8750.51724137931,59528.0,259.0,11552.655172413793,97105.0,331.0,71855.4827586207,338485.0,3886.0,340325.6551724138,1962457.0,10290.0
76,7.12156862745098,8.38,5.52,324945.03921568627,3212739.0,5767.0,18259.529411764706,141380.0,227.0,217446.58823529413,2812949.0,2645.0,11330.450980392157,84925.0,114.0,12608.627450980392,98525.0,153.0,65322.8431372549,355801.0,2356.0,324968.03921568627,3212928.0,5768.0
77,7.412727272727273,8.38,6.63,318438.8181818182,1372633.0,12462.0,16154.545454545454,58862.0,570.0,207742.63636363635,971132.0,6566.0,10350.181818181818,33638.0,405.0,10017.818181818182,29265.0,396.0,74187.0,279736.0,4526.0,318452.1818181818,1372633.0,12463.0
79,7.035625,8.93,5.51,469201.4375,4170767.0,7659.0,21821.609375,207729.0,170.0,331056.09375,3474406.0,5267.0,12602.546875,114486.0,115.0,16761.25,126242.0,139.0,86986.578125,368000.0,1968.0,469228.078125,4171073.0,7659.0
80,7.3832432432432435,9.02,5.98,410522.54054054053,4230312.0,2034.0,24464.45945945946,212458.0,144.0,300613.13513513515,3716436.0,447.0,11087.675675675675,65447.0,74.0,11692.18918918919,97105.0,142.0,62698.0,372867.0,890.0,410555.45945945947,4230824.0,2034.0
81,7.394,8.75,5.95,430379.06666666665,4230312.0,6075.0,25899.233333333334,212458.0,294.0,311345.1666666667,3716436.0,1814.0,11332.966666666667,113625.0,141.0,13005.2,97105.0,165.0,68837.3,493291.0,2123.0,430419.86666666664,4230824.0,6077.0
82,7.901818181818182,8.77,5.67,626020.4545454546,1962199.0,2232.0,37893.63636363636,149731.0,55.0,420781.63636363635,1404554.0,1469.0,14744.09090909091,59528.0,19.0,8992.181818181818,35323.0,79.0,143648.45454545456,373339.0,610.0,626060.0,1962457.0,2232.0
84,7.684444444444444,9.02,7.12,144472.77777777778,350634.0,25535.0,8446.0,38258.0,573.0,79295.33333333333,133577.0,18782.0,5092.444444444444,21071.0,361.0,3376.8888888888887,9355.0,309.0,48278.88888888889,202369.0,5511.0,144489.55555555556,350679.0,25536.0
85,7.647931034482759,9.02,6.44,413547.5862068966,4230312.0,15906.0,21960.96551724138,212458.0,761.0,303536.5862068966,3716436.0,3554.0,9725.379310344828,65447.0,428.0,9600.793103448275,64635.0,375.0,68761.10344827586,372867.0,9050.0,413584.8275862069,4230824.0,15907.0
86,6.697142857142857,8.09,5.44,105561.14285714286,546400.0,2113.0,8062.857142857143,36632.0,58.0,62223.42857142857,339577.0,1342.0,3408.5714285714284,15043.0,29.0,7724.0,44893.0,96.0,24152.85714285714,110302.0,588.0,105571.71428571429,546447.0,2113.0
87,7.713333333333333,9.02,5.43,593156.8095238095,4170767.0,8721.0,28223.904761904763,207729.0,267.0,449482.1904761905,3474406.0,5665.0,15134.52380952381,114486.0,109.0,11170.285714285714,126242.0,184.0,89205.0,493291.0,2381.0,593215.9047619047,4171073.0,8721.0
88,6.7,7.12,6.28,20988.0,25535.0,16441.0,483.0,573.0,393.0,13882.5,18782.0,8983.0,320.5,361.0,280.0,274.5,309.0,240.0,6030.0,6549.0,5511.0,20990.5,25536.0,16445.0
89,7.675,8.36,7.09,522477.1666666667,1962199.0,20316.0,31479.166666666668,124567.0,1313.0,342302.5,1404554.0,5522.0,15948.833333333334,59528.0,849.0,12581.666666666666,35323.0,527.0,120219.5,338485.0,12106.0,522531.6666666667,1962457.0,20317.0
90,7.767837837837838,9.1,6.44,740047.2702702703,4170767.0,18543.0,56916.37837837838,449814.0,573.0,515304.24324324325,3474406.0,7454.0,27294.972972972973,195339.0,361.0,27978.324324324323,220647.0,300.0,112611.83783783784,529859.0,5511.0,740105.7567567568,4171073.0,18549.0
91,7.98,7.98,7.98,2134926.0,2134926.0,2134926.0,366847.0,366847.0,366847.0,1102401.0,1102401.0,1102401.0,195339.0,195339.0,195339.0,220647.0,220647.0,220647.0,250185.0,250185.0,250185.0,2135419.0,2135419.0,2135419.0
92,7.559,8.71,6.2,397623.45,2401830.0,6383.0,22420.0,124567.0,489.0,270225.05,1795033.0,1568.0,12904.0,65447.0,330.0,12248.3,67298.0,299.0,79847.55,372867.0,3478.0,397644.9,2401830.0,6384.0
93,7.557413793103448,9.1,6.2,403659.4655172414,3576199.0,5842.0,24000.379310344826,278645.0,391.0,272728.0172413793,2586001.0,2253.0,12429.827586206897,118574.0,274.0,11664.568965517241,69952.0,300.0,82871.1724137931,529859.0,2614.0,403693.9655172414,3576614.0,5843.0
94,7.589629629629631,8.71,6.9,562739.2962962963,4170767.0,11091.0,39398.92592592593,449814.0,1078.0,402195.5925925926,3474406.0,5856.0,18788.62962962963,144765.0,385.0,20396.51851851852,161416.0,245.0,81981.18518518518,372867.0,3061.0,562760.8518518518,4171073.0,11090.0
95,7.625384615384615,9.1,6.17,376765.23076923075,3576199.0,2957.0,89782.69230769231,1838015.0,181.0,172027.15384615384,2586001.0,14.0,21412.5,308583.0,95.0,14778.23076923077,206070.0,138.0,78804.30769230769,529859.0,1247.0,376804.8846153846,3576614.0,2957.0
96,7.4245283018867925,8.78,5.29,358985.1509433962,2668197.0,3949.0,30989.811320754718,449814.0,240.0,240828.56603773584,1795033.0,1476.0,15082.735849056604,195339.0,123.0,15794.584905660377,220647.0,152.0,56319.24528301887,372867.0,1776.0,359014.9433962264,2668197.0,3949.0
97,7.450212765957447,8.75,6.07,306564.3829787234,2401830.0,6664.0,17155.68085106383,185361.0,175.0,194533.51063829788,1795033.0,3353.0,9635.08510638298,113625.0,101.0,8143.255319148936,48745.0,136.0,77118.1914893617,493291.0,2898.0,306585.72340425535,2401830.0,6663.0
98,7.087826086956522,8.71,5.28,341082.3188405797,2401830.0,7610.0,17317.072463768116,135797.0,522.0,225997.04347826086,1795033.0,2330.0,10451.942028985508,106216.0,253.0,11624.855072463768,93150.0,537.0,75712.68115942029,372867.0,3656.0,341103.59420289856,2401830.0,7610.0
99,7.328888888888889,8.14,6.35,177319.59259259258,695608.0,10375.0,9798.333333333334,52946.0,505.0,101392.03703703704,412004.0,3994.0,6126.111111111111,35194.0,438.0,7133.074074074074,33213.0,525.0,52882.851851851854,185460.0,4913.0,177332.40740740742,695668.0,10375.0
100,7.180681818181818,8.38,5.57,183501.86363636365,1372633.0,12031.0,10057.84090909091,58862.0,424.0,112250.90909090909,971132.0,5435.0,7161.636363636364,33638.0,278.0,8121.636363636364,29265.0,330.0,45917.13636363636,279736.0,4267.0,183509.1590909091,1372633.0,12031.0
101,7.331111111111111,8.93,5.04,411378.5138888889,2359308.0,4762.0,18266.930555555555,124567.0,226.0,270788.0416666667,1723996.0,2184.0,10751.402777777777,61644.0,160.0,12283.888888888889,58760.0,155.0,99313.73611111111,390957.0,1970.0,411404.0,2359308.0,4762.0
102,7.599473684210527,8.93,6.53,456463.8947368421,2318129.0,7974.0,27400.92105263158,239111.0,369.0,299730.84210526315,1776440.0,3122.0,13251.815789473685,58585.0,322.0,14692.28947368421,71838.0,375.0,101406.28947368421,368000.0,2818.0,456482.15789473685,2318129.0,7974.0
103,7.422413793103448,8.18,6.37,167282.27586206896,1201583.0,2051.0,9465.0,59102.0,144.0,106597.8275862069,911500.0,906.0,6914.413793103448,38609.0,76.0,6545.896551724138,36922.0,141.0,37768.93103448276,155450.0,699.0,167292.06896551725,1201583.0,2052.0
104,7.270384615384615,8.89,6.0,355233.07692307694,1586312.0,7753.0,20928.576923076922,171630.0,262.0,212838.96153846153,1141339.0,4573.0,13901.73076923077,90960.0,196.0,14691.615384615385,54684.0,172.0,92898.38461538461,483053.0,2550.0,355259.26923076925,1586312.0,7753.0
105,7.18076923076923,7.99,6.12,345933.23076923075,1480574.0,10385.0,15787.76923076923,69853.0,575.0,212232.53846153847,943260.0,3678.0,9637.538461538461,49280.0,429.0,11426.846153846154,50181.0,547.0,96862.84615384616,368000.0,5156.0,345947.53846153844,1480574.0,10385.0
106,7.378064516129032,8.57,5.27,316416.0967741936,1314178.0,2368.0,17185.870967741936,69080.0,96.0,202505.5483870968,978363.0,1316.0,10171.41935483871,38609.0,30.0,11567.290322580646,38438.0,91.0,75013.80645161291,285254.0,835.0,316443.93548387097,1314356.0,2368.0
107,7.652,8.65,5.97,747957.1333333333,3035328.0,15187.0,57633.933333333334,230964.0,326.0,482112.06666666665,2473121.0,7315.0,36039.2,141120.0,227.0,39067.6,208578.0,170.0,133162.6,403435.0,4782.0,748015.4,3035526.0,15187.0
108,7.43,7.43,7.43,15187.0,15187.0,15187.0,326.0,326.0,326.0,9682.0,9682.0,9682.0,227.0,227.0,227.0,170.0,170.0,170.0,4782.0,4782.0,4782.0,15187.0,15187.0,15187.0
109,7.451052631578947,8.64,6.26,422273.7894736842,1962199.0,17002.0,23445.78947368421,124567.0,953.0,260835.05263157896,1404554.0,5852.0,14815.105263157895,75964.0,645.0,10966.263157894737,60385.0,648.0,112249.94736842105,368679.0,7755.0,422312.15789473685,1962457.0,17004.0
110,7.3629999999999995,8.12,6.16,237995.3,1720151.0,937.0,13749.2,90952.0,61.0,166351.3,1329177.0,368.0,7064.5,38366.0,37.0,8280.3,48424.0,85.0,42570.8,213403.0,386.0,238016.1,1720322.0,937.0
111,7.226999999999999,8.18,6.51,153850.4,475588.0,2492.0,10422.7,36038.0,179.0,91621.5,292157.0,1068.0,8550.5,29405.0,141.0,7903.1,19196.0,346.0,35361.9,98806.0,758.0,153859.7,475602.0,2492.0
112,5.74,6.03,5.45,125984.5,244559.0,7410.0,4912.0,9469.0,355.0,87745.5,171771.0,3720.0,3155.5,6070.0,241.0,6842.5,13277.0,408.0,23330.0,43974.0,2686.0,125985.5,244561.0,7410.0
113,7.197826086956522,8.64,6.28,190361.95652173914,1719364.0,6574.0,11567.08695652174,107742.0,407.0,107177.73913043478,1106668.0,1680.0,8191.739130434783,75964.0,308.0,7967.826086956522,60385.0,315.0,55470.52173913043,368679.0,3866.0,190374.91304347827,1719438.0,6576.0
114,7.453833333333334,9.02,5.45,299968.9,1319137.0,2724.0,21713.95,213772.0,68.0,175836.83333333334,1153432.0,1143.0,13202.15,128020.0,27.0,12028.216666666667,58378.0,74.0,77212.05,377913.0,886.0,299993.2,1319239.0,2726.0
115,7.51,7.51,7.51,237489.0,237489.0,237489.0,12385.0,12385.0,12385.0,124672.0,124672.0,124672.0,12912.0,12912.0,12912.0,14118.0,14118.0,14118.0,73418.0,73418.0,73418.0,237505.0,237505.0,237505.0
116,7.0183333333333335,7.83,5.67,84995.5,237489.0,1754.0,5261.0,12385.0,71.0,43163.833333333336,124672.0,930.0,4117.0,12912.0,38.0,4944.0,14118.0,83.0,27516.833333333332,73418.0,631.0,85002.66666666667,237505.0,1753.0
117,6.626,7.72,3.32,65679.3,212160.0,3832.0,3951.2,15550.0,111.0,35305.9,114037.0,1470.0,2211.6,6971.0,50.0,2454.7,6950.0,112.0,21762.9,69716.0,1235.0,65686.3,212169.0,3832.0
118,7.035,7.65,6.42,124068.5,172673.0,75464.0,6655.5,8281.0,5030.0,65056.0,86130.0,43982.0,4551.5,6455.0,2648.0,5513.5,5637.0,5390.0,42313.5,66454.0,18173.0,124090.0,172710.0,75470.0
119,6.6475,7.65,5.72,145552.16666666666,671358.0,8690.0,7943.166666666667,39393.0,455.0,88205.66666666667,425770.0,4237.0,5361.333333333333,23804.0,247.0,7564.666666666667,38049.0,355.0,36486.166666666664,144390.0,3396.0,145561.0,671406.0,8690.0
120,7.3671544715447155,8.9,5.18,327057.18699186994,2318129.0,3352.0,17382.81300813008,102554.0,55.0,203735.71544715448,1776440.0,1979.0,11394.065040650406,77045.0,48.0,12716.780487804877,71838.0,141.0,81849.41463414633,368000.0,1129.0,327078.7886178862,2318129.0,3352.0
121,7.764485981308411,9.1,5.35,847306.644859813,4230312.0,6367.0,76674.60747663552,1838015.0,359.0,549470.5420560747,3716436.0,14.0,34069.86915887851,308583.0,325.0,31031.728971962617,208578.0,303.0,156119.3738317757,687110.0,2963.0,847366.1214953271,4230824.0,6370.0
122,7.434383561643836,8.75,6.1,300193.7397260274,2359308.0,2666.0,16498.602739726026,185361.0,147.0,196175.80821917808,1723996.0,825.0,10138.027397260274,113625.0,76.0,9734.13698630137,60385.0,154.0,67667.91780821918,493291.0,1015.0,300214.4931506849,2359308.0,2667.0
