mal_id,type,genres,studios,themes,demographics,source,rating,episodes,season,y_score,y_members,main_characters,supporting_characters,recommendation_mal_id,staff
9332,OVA,"['Action', 'Adventure', 'Fantasy']",['Kinema Citrus'],['Video Game'],[],Original,PG-13 - Teens 13 or older,3.0,winter,7.11,42217,5,6,"[11757, 11759, 39597, 5681, 177, 467]","[203, 366, 610, 1955, 3158, 3448, 5072, 5316, 6080, 8102, 9133, 9316, 9326, 10927, 10928, 15911, 15949, 16747, 17625, 19996, 20881, 21017, 25501, 30689, 33969, 34833, 35935, 35937, 37739, 37760, 38060, 38366, 38843, 38875, 38888, 39239, 39347, 39602, 40115, 41242, 41520, 42315, 44655, 46971, 47323, 47519, 47646, 48345, 49022, 49448, 50460, 50479, 51999, 55705, 56567, 60729, 64546, 66852, 67023, 67792, 71334, 71413, 72730, 72939, 73009, 73478, 75677, 75684, 75953, 76087, 76652, 76714, 80114, 80864, 80981, 81537, 83068, 84134, 86152, 88029]"
11375,Movie,"['Action', 'Adventure', 'Fantasy', 'Mystery', 'Sci-Fi']","['CyberConnect2', 'Anima']",['Video Game'],[],Game,PG-13 - Teens 13 or older,1.0,winter,7.04,19378,4,8,"[11757, 11759, 3561, 2952, 5681, 1303, 5998]","[2941, 3158, 3449, 5235, 7126, 9319, 9326, 11711, 15839, 17641, 28891, 62010, 80981, 85753]"
58985,TV,"['Adventure', 'Fantasy']",[],"['Isekai', 'Reincarnation']",[],Manga,PG-13 - Teens 13 or older,12.0,summer,5.43,12263,2,11,"[53590, 50265, 39468]","[36539, 75335]"
29978,ONA,['Comedy'],[],[],[],Original,G - All Ages,1.0,winter,3.36,16265,0,0,"[38763, 28761, 35330, 33859, 16774, 32894, 16436]",[36804]
11755,Movie,"['Action', 'Adventure', 'Sci-Fi']","['Production I.G', 'SANZIGEN']",['Mecha'],[],Manga,PG-13 - Teens 13 or older,1.0,fall,6.43,21291,9,3,"[801, 9629, 41750, 13391, 43, 2202, 420, 1301]","[203, 833, 2478, 5304, 5316, 5348, 7454, 8102, 8267, 9198, 10165, 12330, 20016, 21809, 40462, 41569, 42237, 42313, 46219, 48874, 51987, 52139, 52145, 62929]"
28761,Movie,['Avant Garde'],[],[],[],Original,G - All Ages,1.0,spring,4.95,10347,0,0,"[29943, 31687, 9990, 28339, 29978, 23061, 44059, 28085, 48971, 41797, 29629, 5299, 21041, 29770, 34422, 21861, 40171, 48961]","[6065, 36803, 48835]"
34052,TV,['Comedy'],['OLM'],[],['Kids'],Manga,PG - Children,36.0,spring,5.74,3339,3,5,"[9624, 39196, 727]","[2797, 36690, 36941, 55297, 61613, 63697, 65390, 65434, 65533, 66752, 69509, 69945, 74159, 76723, 76842, 78634, 78832, 82196, 83772, 85087]"
39208,Special,[],[],['Music'],[],Original,G - All Ages,1.0,winter,5.58,817,0,0,"[57110, 43775, 35981]",[46081]
41380,TV,"['Action', 'Adventure', 'Drama', 'Fantasy']",['Maho Film'],['Isekai'],['Shounen'],Manga,PG-13 - Teens 13 or older,12.0,fall,6.52,324016,4,7,"[31859, 30831, 11757, 384, 53446, 11887, 36882, 44524, 6547, 44881, 52830, 34497, 38573, 41456, 38656, 51128, 31240, 17265, 38449, 38735, 50184, 35790]","[2400, 9470, 9826, 12845, 14271, 14787, 24955, 25573, 26639, 31213, 33181, 33207, 34179, 39552, 39553, 40430, 40875, 41459, 41546, 44847, 48456, 48588, 48843, 50854, 50855, 50856, 50857, 50858, 52934, 53290, 61943, 62894, 63456, 63623, 63882, 64868, 66888, 66899, 67137, 68690, 69189, 76240, 77182, 78102, 80336, 87485]"
44881,TV,"['Action', 'Adventure', 'Drama', 'Fantasy']",['Maho Film'],['Isekai'],['Shounen'],Manga,PG-13 - Teens 13 or older,12.0,summer,6.79,182088,4,20,[41380],"[2400, 5650, 9470, 9826, 14271, 14787, 24955, 25573, 26639, 31213, 33181, 33207, 34179, 39552, 40875, 41001, 41459, 41546, 44847, 48588, 50854, 50855, 50856, 51554, 55578, 55660, 61943, 62894, 63456, 63623, 63882, 64809, 65254, 66899, 67137, 67404, 67778, 71315, 74405, 75384, 76620, 77182, 78102, 80336, 80353, 80384, 80398, 87485, 88256]"
7739,Special,"['Action', 'Supernatural', 'Ecchi']",['Doga Kobo'],"['Harem', 'Super Power']",[],Visual novel,R+ - Mild Nudity,1.0,summer,6.0,41866,7,7,"[10934, 9515, 8675]","[8304, 8946]"
23579,OVA,['Romance'],"['SynergySP', 'Ascension']",['School'],['Shoujo'],Manga,PG - Children,8.0,spring,6.24,14741,4,3,"[6586, 74, 3641, 1486]","[4084, 8186, 10950, 24147, 37032, 47808, 68865]"
32601,TV,['Romance'],['OLM'],['School'],['Shoujo'],Manga,PG - Children,12.0,spring,6.4,37364,4,4,"[1486, 3641, 28297, 6045, 30014, 41389, 1040, 35078, 74]","[4084, 7412, 8146, 8211, 10950, 12212, 17853, 19924, 24801, 25471, 25473, 31279, 37027, 40912, 41143, 41144, 41145, 41146, 41250, 48365, 50854, 51729, 53775, 54975, 61943, 63415, 64372, 65091, 65390, 65434, 65533, 67159, 67238, 68483, 69509, 70030, 70124, 70133, 70976, 70980, 71024, 73218, 74070, 76662, 76721, 76723, 76782, 77020, 77240, 79307, 80000, 82794, 83285, 85335]"
54041,TV,['Comedy'],['Silver'],"['Adult Cast', 'Otaku Culture', 'Time Travel', 'Workplace']",[],Web manga,PG-13 - Teens 13 or older,13.0,fall,6.89,60069,3,24,"[40904, 31953, 23277, 57663, 43693, 9253, 8525, 21877, 34051, 25835, 42249, 35427]","[896, 1883, 5076, 5110, 5347, 5724, 6203, 6549, 7136, 7192, 8146, 9160, 9447, 11746, 14031, 14641, 16707, 19291, 20066, 23809, 33491, 34473, 38369, 39257, 40787, 41227, 41328, 42213, 48177, 51366, 63456, 63463, 63645, 64371, 65001, 67447, 68071, 68072, 68073, 70949, 71315, 73287, 74133, 75113, 75987, 75993, 76112, 76267, 76616, 76623, 77182, 77268, 78200, 79778, 80827, 81517, 82665, 82702, 85304, 86146, 88984, 88985, 88986, 88987, 89466, 89726]"
48858,TV,['Slice of Life'],"['EKACHI EPILKA', 'Indivision']",[],[],Original,PG-13 - Teens 13 or older,12.0,fall,5.3,39286,3,4,"[52381, 44583, 7897]","[39396, 51730, 52942, 54867, 61644, 80325]"
35248,TV,"['Mystery', 'Supernatural']",['Gonzo'],[],[],Mixed media,R - 17+ (violence & profanity),13.0,summer,6.11,59841,3,16,"[28223, 40046, 1943, 2246, 5081, 11285, 9756, 27775, 3701, 8525, 43299, 32979, 34550, 2596, 3420, 14075]","[203, 360, 5066, 5316, 7194, 10046, 10165, 10249, 10989, 11134, 11297, 14339, 14409, 15929, 17227, 17991, 18249, 21243, 21511, 25479, 26757, 30805, 33181, 37416, 38366, 39698, 41196, 44503, 45781, 46209, 46726, 46793, 47114, 47541, 47682, 47939, 48084, 49237, 49972, 50627, 50660, 51619, 53817, 54513, 54963, 55704, 58186, 58406, 61594, 61772, 61848, 61919, 65072, 65409, 67778, 68690, 68922, 69094, 69372, 70166, 70167, 70168, 70169, 70170, 70171, 71241, 73029, 74919, 75740, 75745, 76476, 78249, 78295, 79145, 80406, 81523, 83391, 88341]"
40679,TV,"['Drama', 'Sports']",['David Production'],"['School', 'Team Sports']",[],Novel,PG-13 - Teens 13 or older,12.0,winter,6.14,118242,2,29,"[20583, 37972, 39533, 37965, 10800, 18507, 31646, 36653, 50185, 32947]","[203, 2471, 3690, 9173, 10599, 12601, 14287, 15749, 21389, 22613, 33197, 37045, 37597, 38369, 39230, 39239, 39314, 39987, 40495, 41238, 42315, 45178, 46140, 49021, 49245, 49892, 50635, 50855, 51483, 55170, 55571, 55596, 55670, 55703, 56566, 56937, 57150, 58109, 60753, 61535, 61617, 61926, 62021, 62408, 62442, 62628, 62742, 62894, 62898, 63197, 63259, 65072, 65373, 65475, 67223, 67586, 67595, 67780, 67788, 67789, 68747, 68988, 69986, 70170, 70289, 70372, 70497, 70719, 70960, 70981, 71242, 71405, 71468, 71554, 71930, 72647, 72908, 72934, 73006, 73195, 73196, 73470, 73471, 73476, 73487, 73656, 73746, 74068, 74912, 75346, 75474, 75748, 75753, 76090, 76215, 76366, 76519, 76650, 76662, 77739, 78216, 78250, 78493, 78800, 79471, 79553, 79596, 80100, 80313, 80927, 81596, 81794, 81955, 82087, 82323, 82837, 82863, 83160, 83341, 83608, 83633, 83719, 84048, 85542, 86153, 86337, 86432, 88256]"
53802,TV,"['Comedy', 'Ecchi']",['J.C.Staff'],"['Harem', 'Otaku Culture', 'School']",['Shounen'],Manga,PG-13 - Teens 13 or older,24.0,summer,7.42,145340,5,34,"[48736, 240, 40392]","[5656, 6619, 8074, 9447, 10198, 11064, 11449, 14787, 22703, 30255, 34951, 37419, 40949, 41270, 43105, 48122, 48147, 48617, 49794, 52643, 53768, 57434, 60518, 63197, 63538, 63560, 63581, 63601, 63644, 64024, 64175, 65469, 66727, 66925, 66926, 67131, 67527, 68789, 68817, 70369, 70812, 72081, 72421, 72617, 72993, 74444, 74946, 75422, 76408, 76409, 76410, 76824, 77253, 78276, 80700, 81297, 81782, 81794, 81967, 82119, 82120, 82121, 82454, 83085, 83088, 84000, 84003, 85278, 85405]"
29347,CM,['Slice of Life'],[],[],[],Original,G - All Ages,1.0,winter,5.12,2373,0,0,"[32294, 28775]",[2836]
54066,Music,['Avant Garde'],['Mimoid'],['Music'],[],Original,G - All Ages,1.0,winter,5.19,338,0,0,"[55650, 54153, 53920, 36062]","[27645, 59425]"
32813,Music,[],[],['Music'],[],Original,G - All Ages,1.0,fall,4.81,1255,0,0,[38796],[40471]
40148,TV,['Drama'],['A-1 Pictures'],"['Idols (Female)', 'Music']",[],Other,PG-13 - Teens 13 or older,12.0,winter,6.79,50257,8,30,"[15051, 37976, 38670, 40842, 44275, 35503, 38009, 23587, 19023, 37962, 12149]","[2374, 4667, 5724, 6404, 6450, 6863, 6885, 7497, 8187, 9333, 10519, 10801, 10903, 11021, 12076, 12357, 12430, 13241, 14031, 16333, 16707, 17097, 18803, 22231, 23577, 31565, 32235, 32869, 33969, 35673, 38368, 38759, 38763, 39603, 39989, 41020, 41135, 41140, 41149, 42006, 43257, 44505, 46135, 46542, 46543, 47877, 47940, 48079, 48315, 48348, 48349, 48350, 48351, 48352, 48354, 48355, 48356, 48406, 48454, 48462, 48518, 49245, 49252, 49899, 49906, 50140, 50145, 50506, 50626, 50633, 50634, 50738, 51521, 51761, 52728, 52752, 52872, 53040, 53320, 53848, 54622, 55210, 55661, 55662, 55670, 55752, 56581, 56584, 57296, 59485, 60186, 60357, 60729, 61965, 61979, 62391, 62393, 62440, 62895, 62953, 63283, 63337, 63463, 63634, 63643, 63767, 65106, 65326, 65390, 65509, 65515, 66851, 66977, 67163, 67273, 68007, 68164, 68287, 68311, 68713, 69532, 70033, 70182, 70350, 70488, 71009, 71314, 71528, 72106, 72823, 73024, 73133, 73168, 73283, 73291, 73292, 73293, 73358, 73362, 73404, 73458, 73654, 73671, 73828, 73886, 73980, 74022, 74198, 74919, 75311, 75602, 75755, 75809, 75900, 75996, 76089, 76166, 76598, 76604, 76652, 76728, 76776, 78292, 78589, 78861, 79464, 79553, 80098, 80248, 80827, 80866, 80934, 81268, 81309, 81345, 81350, 81464, 81605, 81665, 81783, 82035, 82119, 82251, 82285, 82323, 82341, 82644, 82795, 82862, 82953, 83313, 83455, 83776, 83926, 84679, 84765, 84809, 85053, 85452, 85900, 86153, 88980, 89026, 89140, 89691, 89942]"
47426,ONA,['Gourmet'],['Studio KAI'],[],[],Original,G - All Ages,10.0,winter,5.72,435,0,0,"[37976, 28171]","[4003, 37571]"
42845,ONA,[],[],['Music'],[],Original,G - All Ages,1.0,summer,5.56,393,0,0,"[42844, 40001]",[49189]
15527,Music,[],"['Polygon Pictures', 'W+K Tokyo', 'Welz Animation Studios']",['Music'],[],Original,PG-13 - Teens 13 or older,9.0,summer,4.69,1087,0,0,"[17151, 15529, 2832]","[23461, 40236, 41077, 48034, 48865, 48999, 49000, 49006, 49007]"
36840,ONA,['Hentai'],['Lyrics'],['School'],['Josei'],Web manga,Rx - Hentai,12.0,winter,5.59,41060,2,1,"[36198, 35629, 40254, 38212, 41332, 39963, 651, 34823, 37320]","[7959, 11188, 27181, 42104, 47236, 47238, 48475, 50649, 68838]"
31646,TV,['Drama'],['Shaft'],"['Childcare', 'Strategy Game']",['Seinen'],Manga,PG-13 - Teens 13 or older,22.0,fall,8.37,718525,4,38,"[23273, 10800, 16, 4081, 22135, 28735, 12189, 28851, 22789, 33899, 38680, 38080, 35905, 135, 46352, 13759, 33352, 5081, 32948, 2562, 9989, 37379, 32828, 39710, 457, 7674, 37786, 32182, 47917, 52991, 10162, 6045, 1210, 42897, 17909, 38145, 10721, 30, 16918, 23623, 7785, 32281, 28297, 36652, 16067, 42590, 40685, 35777, 585, 34798, 14813, 50265, 40716, 12355, 25835, 37972, 5681, 49909, 338, 4639, 18897, 37497, 12883, 40679, 32729, 2605, 31043, 42938, 2167, 45576, 10232, 34494, 33095, 33255, 37684, 41025, 55153, 9938, 15439, 6114, 8968, 35557, 48779, 32983, 39195]","[36, 185, 1868, 1939, 2479, 2847, 2891, 2969, 3052, 4039, 4435, 5089, 6217, 6369, 6748, 7499, 8064, 8480, 8834, 8979, 9389, 9437, 9513, 9999, 10082, 10083, 10262, 10728, 10765, 10801, 11352, 11641, 12328, 12535, 14031, 14225, 15225, 15639, 16315, 16333, 16373, 20883, 21521, 23507, 25433, 27397, 27919, 31553, 31725, 33755, 34407, 35017, 35207, 35733, 38366, 38725, 39065, 39396, 39989, 40112, 40278, 40789, 40979, 41002, 41237, 42180, 42258, 44494, 47109, 47114, 48078, 48097, 48339, 48480, 49234, 49448, 49949, 50395, 50407, 51408, 51409, 53937, 55656, 56670, 57663, 58908, 60738, 61057, 61487, 61613, 61883, 61960, 61979, 62001, 62023, 62139, 62175, 62335, 62392, 62440, 62442, 62467, 62894, 63149, 63359, 63870, 64285, 66811, 66855, 67531, 67789, 68287, 68747, 68988, 69113, 69531, 69858, 70114, 70131, 70376, 70694, 70701, 70973, 71227, 71758, 72071, 72436, 72907, 72962, 73009, 73039, 73052, 73068, 73094, 73124, 73293, 73478, 73578, 73714, 74199, 74263, 74328, 74738, 74919, 75336, 76014, 76024, 76193, 76308, 76309, 76317, 76318, 76319, 76825, 77056, 77059, 77255, 77925, 78295, 78334, 78348, 78377, 78538, 78856, 79046, 79144, 79486, 79517, 79535, 79611, 79935, 79974, 80052, 80114, 80810, 80852, 80864, 81783, 81793, 81966, 82199, 82343, 82351, 82384, 82604, 82702, 82874, 82911, 83087, 83591, 83924, 83952, 84238, 84239, 84545, 85868, 86342, 87774, 88761, 89026]"
35180,TV,['Drama'],['Shaft'],"['Childcare', 'Strategy Game']",['Seinen'],Manga,PG-13 - Teens 13 or older,22.0,fall,8.9,429216,4,45,"[4181, 28851, 23273, 32828, 10800, 50796, 40685, 37962, 12189, 45577, 5081, 795, 120, 23847, 22789, 16, 37965, 38080, 51614]","[1868, 1937, 2402, 2891, 3611, 5089, 5724, 6184, 6369, 6526, 6965, 7136, 7499, 7567, 7969, 8480, 8834, 9389, 9437, 9457, 9513, 9787, 9999, 10082, 10083, 10512, 12076, 13537, 14031, 16315, 16333, 20883, 21521, 24075, 27919, 31725, 33723, 33755, 37268, 38725, 38765, 39065, 40112, 40470, 40789, 40912, 41278, 42180, 42258, 42315, 43458, 45178, 47114, 47962, 48081, 48903, 49234, 49902, 49972, 50407, 50533, 50534, 51266, 51407, 51408, 51409, 51892, 52213, 52772, 55601, 55670, 57083, 57593, 58908, 60357, 61057, 61487, 61636, 61883, 61922, 61925, 61977, 61979, 62001, 62022, 62175, 62539, 62830, 62978, 63359, 63567, 63870, 65080, 65162, 65409, 66521, 66811, 66855, 67273, 67584, 67595, 68007, 68153, 68225, 68287, 68747, 69113, 70131, 70188, 70506, 70521, 70701, 70971, 70973, 71263, 71315, 71335, 71368, 71485, 71496, 71758, 71775, 72071, 72182, 72434, 72436, 72962, 73000, 73009, 73039, 73124, 73158, 73163, 73171, 73358, 73713, 73714, 73746, 73832, 73980, 74199, 74328, 74503, 74738, 74914, 75483, 75599, 75753, 75897, 75996, 75999, 76024, 76308, 76311, 76317, 76318, 76319, 76661, 76842, 77059, 77255, 77925, 78295, 78307, 78334, 78538, 78589, 78856, 79046, 79144, 79517, 79535, 79611, 79648, 80053, 80077, 80107, 80114, 80336, 80852, 80878, 80937, 81667, 81793, 82116, 82194, 82199, 82323, 82384, 82702, 82911, 83199, 83260, 83457, 83924, 84064, 84238, 84239, 84426, 84465, 84677, 84698, 84765, 84790, 85154, 85438, 85533, 87145, 88594, 89022, 89084, 89550, 89942]"
28789,Music,['Drama'],[],['Music'],['Seinen'],Manga,G - All Ages,1.0,fall,7.05,15410,0,0,"[52139, 27789]","[2891, 14225]"
33975,TV,['Comedy'],['DLE'],"['Parody', 'School']",['Shoujo'],Manga,PG - Children,13.0,fall,4.68,2765,3,2,[31965],"[672, 817, 12041, 66860, 82475]"
55973,TV,"['Boys Love', 'Comedy']",['Satelight'],"['Adult Cast', 'Workplace']",[],Manga,PG-13 - Teens 13 or older,12.0,winter,7.64,84711,2,10,"[55310, 39533, 44055, 36038, 48997]","[6403, 6622, 7141, 7416, 8342, 8462, 8803, 10147, 19311, 19984, 37922, 38938, 38997, 39141, 45025, 46137, 46140, 47439, 49299, 55068, 56557, 60933, 62185, 63487, 63993, 64171, 64309, 65436, 66902, 68697, 70302, 70492, 73202, 73303, 73622, 73631, 74911, 75751, 75788, 75901, 76078, 76365, 77342, 78714, 79820, 79935, 80052, 80140, 80384, 80440, 81322, 81648, 82194, 82197, 83785, 84465, 86313]"
9624,TV,"['Comedy', 'Romance', 'Ecchi']",['Gathering'],"['Adult Cast', 'Parody']",[],Book,R - 17+ (violence & profanity),12.0,spring,6.61,66502,2,11,"[7817, 382, 27911, 10187, 6392, 12467, 34052, 39456, 2367, 36793, 10216, 3092, 7591, 357, 715]","[11127, 12300, 12628, 13555, 17993, 32593, 33793, 35483, 35729, 40963, 47560, 48437, 48470, 48923, 68122, 69213, 73039, 77226, 78200, 79112, 80201, 81951, 83720, 83920, 85053]"
33993,OVA,['Hentai'],['Studio 9 Maiami'],[],[],Manga,Rx - Hentai,1.0,summer,6.21,11106,2,0,"[34311, 31740, 32484, 32667, 34937, 32587, 33138, 33514, 32997]","[17275, 38465, 51635, 55238, 64235]"
41744,Music,[],[],['Music'],['Kids'],Original,G - All Ages,1.0,winter,5.53,483,0,0,[43775],[36988]
36793,TV,['Romance'],['Hoods Entertainment'],"['Otaku Culture', 'School']",['Shoujo'],Manga,PG-13 - Teens 13 or older,12.0,spring,6.86,365387,2,16,"[35968, 42897, 34280, 17895, 14289, 40530, 48736, 34403, 36098, 23273, 36038, 6045, 53126, 21995, 23289, 52990, 30015, 145, 14813, 31404, 240, 4224, 37982, 38778, 7817, 14227, 32901, 1210, 9624, 28297, 325, 34881, 8676, 50739]","[4023, 6459, 7412, 7676, 9540, 12286, 22871, 25463, 38894, 39632, 39970, 39971, 40438, 41631, 44418, 44420, 44576, 46565, 47866, 47939, 48559, 49759, 52015, 53775, 55661, 55663, 56939, 56940, 56941, 60753, 61243, 61925, 62425, 62515, 63399, 64439, 64503, 66204, 66972, 66973, 66975, 68690, 68778, 69189, 70040, 70719, 70998, 72106, 73029, 73034, 73195, 73289, 73478, 74062, 74264, 74741, 75436, 75602, 75748, 75960, 77329, 78350, 79189, 79307, 79508, 80108, 80864, 81553, 82323, 82976, 83569, 83828, 84549, 86337, 89127]"
37956,TV,['Romance'],['Hoods Entertainment'],"['Otaku Culture', 'School']",['Shoujo'],Manga,PG-13 - Teens 13 or older,12.0,winter,7.67,204573,2,25,"[36098, 40839, 17895, 23273, 6045, 23847]","[9540, 12286, 16167, 16745, 22871, 25463, 34179, 39632, 40210, 40438, 41631, 41873, 44420, 44576, 46565, 47866, 47939, 48559, 49759, 56940, 56941, 61243, 66972, 69189, 71801]"
29809,OVA,['Hentai'],['Office TakeOut'],[],[],Visual novel,Rx - Hentai,1.0,spring,6.86,15676,7,0,"[13221, 41848, 36720, 11827, 10827, 20801]","[28899, 29779, 30265, 30683, 32247, 48843, 51449, 58784, 69945, 69947]"
51464,TV,"['Comedy', 'Sci-Fi']",['Studio Flad'],"['Crossdressing', 'Gag Humor', 'School', 'Super Power']",['Shounen'],Manga,PG-13 - Teens 13 or older,11.0,fall,7.13,41604,4,7,"[37171, 33255, 50265, 38619, 37999, 36296, 918, 29785, 51678, 53262, 10165, 53163, 849, 11843, 11079, 39990, 41833]","[5961, 9447, 10366, 11622, 12961, 15931, 35277, 36682, 37699, 40526, 40589, 41435, 41436, 41437, 42426, 46185, 46742, 48327, 48328, 48475, 48777, 52824, 53842, 54755, 56296, 59769, 60155, 62678, 63363, 63507, 63643, 66783, 66977, 68122, 68287, 68319, 68321, 70055, 70161, 71485, 71760, 72106, 72995, 73020, 73021, 73022, 73053, 73083, 73256, 73654, 73939, 74107, 75542, 75812, 75897, 75960, 76273, 76274, 78887, 79514, 79550, 79648, 79835, 80043, 80448, 80934, 81596, 82376, 82454, 85533, 86365, 89908]"
38101,TV,"['Comedy', 'Romance']",['Tezuka Productions'],"['Harem', 'School']",['Shounen'],Manga,PG-13 - Teens 13 or older,12.0,winter,7.63,1033966,6,13,"[38186, 18897, 40839, 52973, 23277, 40004, 37982, 43969, 48675, 55071, 14813, 58131, 51403, 13759, 37450, 39326, 38483, 9041, 4224, 14749, 34262, 23289, 28677, 27989, 37171, 40752, 33487, 15809, 31174, 43608, 2167, 8525, 245, 37999, 28387, 17729, 7593, 59207, 24833, 623, 25099, 43007, 54714, 25159]","[185, 203, 6996, 8830, 8921, 9440, 9787, 10083, 10982, 11297, 11425, 11622, 15943, 24413, 25383, 29289, 33755, 35207, 36688, 37034, 37035, 37268, 38029, 38099, 38729, 40210, 40478, 40738, 40912, 41196, 41250, 42258, 42315, 43458, 43709, 46384, 47288, 48559, 48835, 50395, 51283, 51290, 51291, 51293, 51870, 51871, 52311, 52947, 53768, 55656, 55662, 55758, 61057, 61928, 62001, 62261, 62458, 62898, 63414, 63582, 63825, 63887, 64067, 64285, 64465, 65072, 66848, 67054, 67261, 67408, 67542, 68628, 68690, 68691, 68750, 68778, 70054, 70055, 70186, 70368, 70369, 70539, 70701, 70720, 70970, 71263, 71333, 71758, 72568, 72581, 72907, 73034, 73083, 73255, 73256, 73285, 73997, 74133, 74299, 75336, 75578, 75695, 75864, 75995, 76317, 76318, 76319, 76662, 76714, 76784, 77136, 78334, 78761, 79145, 79307, 79464, 80405, 80852, 80864, 81491, 81553, 81966, 82120, 82534, 82589, 83466, 83591, 83926, 84109, 84239, 84959, 85217, 85388, 85533, 86153, 86337, 87481, 87641, 88761, 89026, 89951]"
39783,TV,"['Comedy', 'Romance']",['Bibury Animation Studios'],"['Harem', 'School']",['Shounen'],Manga,PG-13 - Teens 13 or older,12.0,winter,8.01,785038,6,17,"[38186, 40004, 45613, 53040, 34403, 43969, 4224, 40839, 48736]","[185, 203, 6996, 8810, 11297, 11622, 19327, 21301, 24413, 25383, 28117, 31571, 32869, 34349, 34617, 36688, 37850, 38005, 38764, 38811, 39141, 39175, 40114, 40478, 40539, 41002, 41022, 42509, 43709, 44275, 46495, 47200, 47519, 48315, 48806, 48835, 49051, 49098, 49245, 49249, 50460, 51639, 51871, 52210, 52211, 52212, 52947, 53544, 55758, 60753, 61604, 61923, 61926, 62030, 62261, 62425, 62440, 63145, 63371, 63456, 63522, 63582, 64067, 64221, 64465, 64496, 64586, 64968, 65072, 65408, 65435, 65437, 65618, 66371, 66848, 67161, 67261, 67527, 67562, 68499, 68621, 68628, 68691, 68704, 68976, 68988, 69557, 70186, 70368, 70500, 70519, 70970, 71157, 71200, 71201, 71314, 71334, 71336, 71409, 72568, 72581, 72920, 73004, 73065, 73085, 73131, 73158, 73160, 73195, 73231, 73232, 73252, 73651, 73879, 74209, 74210, 74212, 74362, 74408, 74966, 74997, 75249, 75251, 75458, 75737, 76662, 77092, 77359, 78250, 78874, 79553, 79554, 79595, 79648, 79844, 80106, 80165, 80255, 80934, 81531, 81739, 81783, 82008, 82163, 82285, 82323, 82523, 82791, 83313, 83654, 83775, 83776, 84169, 84245, 84684, 84732, 84733, 84815, 85018, 85303, 85616, 85871, 86266, 87481, 88986, 88995, 89497]"
13971,Movie,"['Award Winning', 'Fantasy']",[],[],[],Original,G - All Ages,1.0,summer,5.22,4296,0,0,"[23053, 23051, 14317]",[35325]
54768,CM,['Romance'],['Ijigen Tokyo'],[],[],Other,G - All Ages,1.0,winter,6.06,326,0,0,"[47402, 38023, 33902]",[49865]
38735,ONA,"['Adventure', 'Drama', 'Mystery', 'Sci-Fi', 'Suspense']",['Gonzo'],"['Psychological', 'Survival']",['Shoujo'],Manga,R+ - Mild Nudity,12.0,summer,6.56,145148,5,41,"[38691, 14345, 37779, 709, 6, 40515, 41380, 28623, 32438, 8074, 6211, 13125, 2001, 37175, 23283]","[2809, 5029, 7194, 10294, 17815, 21511, 21513, 24167, 42058, 42212, 46812, 48953, 49298, 52776, 54263, 55549, 66788, 67617, 67663, 70320, 70643, 74184, 75778, 81664, 81665, 84174]"
40602,ONA,"['Adventure', 'Drama', 'Mystery', 'Sci-Fi', 'Suspense']","['Gonzo', 'Studio KAI']","['Psychological', 'Survival']",['Shoujo'],Manga,R+ - Mild Nudity,12.0,spring,7.04,71603,5,33,[38691],"[2809, 5029, 7194, 9453, 10294, 21511, 21513, 24167, 39943, 40667, 42212, 44848, 46812, 46962, 52776, 55549, 67663, 70320]"
33865,OVA,"['Supernatural', 'Hentai']",['Seven'],[],[],Manga,Rx - Hentai,3.0,fall,6.36,12189,2,0,[36124],"[24431, 25561, 51580, 51583, 51961, 56666, 67822, 69948, 69949, 79433]"
41457,TV,"['Action', 'Drama', 'Sci-Fi']",['A-1 Pictures'],"['Mecha', 'Military']",[],Light novel,R - 17+ (violence & profanity),11.0,spring,8.34,915727,2,22,"[16498, 1575, 22729, 35849, 31251, 33352, 40028, 8888, 33502, 30, 32615, 25731, 46095, 31764, 22199, 13601, 3089, 2581, 71, 51105, 19117, 6547, 31973, 28625, 20787, 37521, 30806, 48583, 31433, 858, 51417, 52299, 52588, 37345, 53026, 93, 22535, 31722, 14131, 11757, 28927, 40748, 23283, 28623, 51297, 40608, 237, 37779, 49828, 33082, 34547, 35557, 26, 5507, 41025, 6802, 38680, 820, 28907, 38853, 38909, 33051, 35838, 1535, 49387, 27631, 22319, 26243]","[5029, 7468, 8074, 8509, 10133, 10323, 10801, 14031, 15745, 16053, 18819, 24293, 28577, 35681, 36153, 37403, 37579, 38369, 38550, 39324, 39603, 40496, 41150, 41165, 42112, 42213, 43583, 44847, 46137, 46140, 47974, 48511, 49249, 49296, 49899, 50628, 50634, 51059, 51521, 53753, 56567, 57083, 60186, 60753, 62742, 62898, 63030, 64304, 64308, 64359, 64923, 65007, 65010, 65391, 66520, 66564, 66811, 67126, 68161, 68287, 69108, 69531, 70156, 70488, 71528, 71801, 72823, 72824, 72825, 73024, 73037, 73065, 73085, 73189, 73282, 73283, 73292, 73386, 73478, 73830, 74040, 74071, 74651, 74912, 75194, 75855, 75996, 76074, 77261, 78137, 78661, 79464, 79708, 79712, 79933, 80052, 80053, 80372, 80384, 80867, 81345, 81534, 81783, 82035, 82165, 82251, 82323, 82341, 82423, 82832, 82840, 82936, 82953, 83455, 83776, 83926, 84126, 84245, 84679, 84680, 84765, 84809, 85088, 85542]"
